Compound.and.Iso.name,iso.mz,RT..min.,z,Column,Compound.Name,Emperical.Formula,m.z,C,N,this.N,possibilities,names.isotopes,X,Compound.Type,Compound.Name_old,Compound.Name_figure,QE.LinRange,QE.RF.ratio,QE.RSD,TQS.LinRange,TQS.RF.ratio,TQS.RSD,ionization_form,C0,Fraction1,Fraction2,Conc..uM,HILICMix,Date.added,CHEBI,KEGGNAME
Riboflavin-5-phosphate_13C-3 15N-0,458.106856,3.1,-1,RP,Riboflavin-5-phosphate,C17H21N4O9P,455.096794,17,N4,4,90,13C-3 15N-0,100,Redox,Riboflavin Monophosphate,RMP,NA,NA,NA,NA,NA,NA,[M-H],cpd:C00061,CyanoAq,CyanoDCM,0.5,NA,180130,CHEBI:17621,FMN; Riboflavin-5-phosphate; Flavin mononucleotide
Riboflavin-5-phosphate_13C-3 15N-1,459.103892,3.1,-1,RP,Riboflavin-5-phosphate,C17H21N4O9P,455.096794,17,N4,4,90,13C-3 15N-1,100,Redox,Riboflavin Monophosphate,RMP,NA,NA,NA,NA,NA,NA,[M-H],cpd:C00061,CyanoAq,CyanoDCM,0.5,NA,180130,CHEBI:17621,FMN; Riboflavin-5-phosphate; Flavin mononucleotide
Riboflavin-5-phosphate_13C-4 15N-0,459.11021,3.1,-1,RP,Riboflavin-5-phosphate,C17H21N4O9P,455.096794,17,N4,4,90,13C-4 15N-0,100,Redox,Riboflavin Monophosphate,RMP,NA,NA,NA,NA,NA,NA,[M-H],cpd:C00061,CyanoAq,CyanoDCM,0.5,NA,180130,CHEBI:17621,FMN; Riboflavin-5-phosphate; Flavin mononucleotide
Riboflavin-5-phosphate_13C-4 15N-1,460.107246,3.1,-1,RP,Riboflavin-5-phosphate,C17H21N4O9P,455.096794,17,N4,4,90,13C-4 15N-1,100,Redox,Riboflavin Monophosphate,RMP,NA,NA,NA,NA,NA,NA,[M-H],cpd:C00061,CyanoAq,CyanoDCM,0.5,NA,180130,CHEBI:17621,FMN; Riboflavin-5-phosphate; Flavin mononucleotide
Riboflavin-5-phosphate_13C-5 15N-0,460.113564,3.1,-1,RP,Riboflavin-5-phosphate,C17H21N4O9P,455.096794,17,N4,4,90,13C-5 15N-0,100,Redox,Riboflavin Monophosphate,RMP,NA,NA,NA,NA,NA,NA,[M-H],cpd:C00061,CyanoAq,CyanoDCM,0.5,NA,180130,CHEBI:17621,FMN; Riboflavin-5-phosphate; Flavin mononucleotide
Riboflavin-5-phosphate_13C-5 15N-1,461.1106,3.1,-1,RP,Riboflavin-5-phosphate,C17H21N4O9P,455.096794,17,N4,4,90,13C-5 15N-1,100,Redox,Riboflavin Monophosphate,RMP,NA,NA,NA,NA,NA,NA,[M-H],cpd:C00061,CyanoAq,CyanoDCM,0.5,NA,180130,CHEBI:17621,FMN; Riboflavin-5-phosphate; Flavin mononucleotide
L-Kynurenine_13C-0 15N-0,209.092618,1.27,1,RP,L-Kynurenine,C10H12N2O3,209.092618,10,N2,2,33,13C-0 15N-0,82,Amino Acid,Kynurenine,Kynurenine,NA,0.564,4.1,NA,0.482,4.6,[M+H],cpd:C00328,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:16946,L-Kynurenine; 3-Anthraniloyl-L-alanine
L-Kynurenine_13C-0 15N-1,210.089654,1.27,1,RP,L-Kynurenine,C10H12N2O3,209.092618,10,N2,2,33,13C-0 15N-1,82,Amino Acid,Kynurenine,Kynurenine,NA,0.564,4.1,NA,0.482,4.6,[M+H],cpd:C00328,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:16946,L-Kynurenine; 3-Anthraniloyl-L-alanine
L-Kynurenine_13C-1 15N-0,210.095972,1.27,1,RP,L-Kynurenine,C10H12N2O3,209.092618,10,N2,2,33,13C-1 15N-0,82,Amino Acid,Kynurenine,Kynurenine,NA,0.564,4.1,NA,0.482,4.6,[M+H],cpd:C00328,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:16946,L-Kynurenine; 3-Anthraniloyl-L-alanine
L-Kynurenine_13C-1 15N-1,211.093008,1.27,1,RP,L-Kynurenine,C10H12N2O3,209.092618,10,N2,2,33,13C-1 15N-1,82,Amino Acid,Kynurenine,Kynurenine,NA,0.564,4.1,NA,0.482,4.6,[M+H],cpd:C00328,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:16946,L-Kynurenine; 3-Anthraniloyl-L-alanine
L-Kynurenine_13C-2 15N-0,211.099326,1.27,1,RP,L-Kynurenine,C10H12N2O3,209.092618,10,N2,2,33,13C-2 15N-0,82,Amino Acid,Kynurenine,Kynurenine,NA,0.564,4.1,NA,0.482,4.6,[M+H],cpd:C00328,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:16946,L-Kynurenine; 3-Anthraniloyl-L-alanine
L-Kynurenine_13C-2 15N-1,212.096362,1.27,1,RP,L-Kynurenine,C10H12N2O3,209.092618,10,N2,2,33,13C-2 15N-1,82,Amino Acid,Kynurenine,Kynurenine,NA,0.564,4.1,NA,0.482,4.6,[M+H],cpd:C00328,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:16946,L-Kynurenine; 3-Anthraniloyl-L-alanine
L-Kynurenine_13C-3 15N-0,212.10268,1.27,1,RP,L-Kynurenine,C10H12N2O3,209.092618,10,N2,2,33,13C-3 15N-0,82,Amino Acid,Kynurenine,Kynurenine,NA,0.564,4.1,NA,0.482,4.6,[M+H],cpd:C00328,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:16946,L-Kynurenine; 3-Anthraniloyl-L-alanine
L-Kynurenine_13C-3 15N-1,213.099716,1.27,1,RP,L-Kynurenine,C10H12N2O3,209.092618,10,N2,2,33,13C-3 15N-1,82,Amino Acid,Kynurenine,Kynurenine,NA,0.564,4.1,NA,0.482,4.6,[M+H],cpd:C00328,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:16946,L-Kynurenine; 3-Anthraniloyl-L-alanine
L-Kynurenine_13C-4 15N-0,213.106034,1.27,1,RP,L-Kynurenine,C10H12N2O3,209.092618,10,N2,2,33,13C-4 15N-0,82,Amino Acid,Kynurenine,Kynurenine,NA,0.564,4.1,NA,0.482,4.6,[M+H],cpd:C00328,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:16946,L-Kynurenine; 3-Anthraniloyl-L-alanine
L-Kynurenine_13C-4 15N-1,214.10307,1.27,1,RP,L-Kynurenine,C10H12N2O3,209.092618,10,N2,2,33,13C-4 15N-1,82,Amino Acid,Kynurenine,Kynurenine,NA,0.564,4.1,NA,0.482,4.6,[M+H],cpd:C00328,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:16946,L-Kynurenine; 3-Anthraniloyl-L-alanine
L-Kynurenine_13C-5 15N-0,214.109388,1.27,1,RP,L-Kynurenine,C10H12N2O3,209.092618,10,N2,2,33,13C-5 15N-0,82,Amino Acid,Kynurenine,Kynurenine,NA,0.564,4.1,NA,0.482,4.6,[M+H],cpd:C00328,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:16946,L-Kynurenine; 3-Anthraniloyl-L-alanine
L-Kynurenine_13C-5 15N-1,215.106424,1.27,1,RP,L-Kynurenine,C10H12N2O3,209.092618,10,N2,2,33,13C-5 15N-1,82,Amino Acid,Kynurenine,Kynurenine,NA,0.564,4.1,NA,0.482,4.6,[M+H],cpd:C00328,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:16946,L-Kynurenine; 3-Anthraniloyl-L-alanine
L-Phenylalanine_13C-0 15N-0,166.086804,1.15,1,RP,L-Phenylalanine,C9H11NO2,166.086804,9,N,1,20,13C-0 15N-0,93,Amino Acid,Phenylalanine,Phenylalanine,5 - >10000,0.632,2.1,<0.5 - >10000,0.438,2.7,[M+H],cpd:C00079,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:17295,L-Phenylalanine; (S)-alpha-Amino-beta-phenylpropionic acid
L-Phenylalanine_13C-0 15N-1,167.08384,1.15,1,RP,L-Phenylalanine,C9H11NO2,166.086804,9,N,1,20,13C-0 15N-1,93,Amino Acid,Phenylalanine,Phenylalanine,5 - >10000,0.632,2.1,<0.5 - >10000,0.438,2.7,[M+H],cpd:C00079,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:17295,L-Phenylalanine; (S)-alpha-Amino-beta-phenylpropionic acid
L-Phenylalanine_13C-1 15N-0,167.090158,1.15,1,RP,L-Phenylalanine,C9H11NO2,166.086804,9,N,1,20,13C-1 15N-0,93,Amino Acid,Phenylalanine,Phenylalanine,5 - >10000,0.632,2.1,<0.5 - >10000,0.438,2.7,[M+H],cpd:C00079,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:17295,L-Phenylalanine; (S)-alpha-Amino-beta-phenylpropionic acid
L-Phenylalanine_13C-1 15N-1,168.087194,1.15,1,RP,L-Phenylalanine,C9H11NO2,166.086804,9,N,1,20,13C-1 15N-1,93,Amino Acid,Phenylalanine,Phenylalanine,5 - >10000,0.632,2.1,<0.5 - >10000,0.438,2.7,[M+H],cpd:C00079,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:17295,L-Phenylalanine; (S)-alpha-Amino-beta-phenylpropionic acid
L-Phenylalanine_13C-2 15N-0,168.093512,1.15,1,RP,L-Phenylalanine,C9H11NO2,166.086804,9,N,1,20,13C-2 15N-0,93,Amino Acid,Phenylalanine,Phenylalanine,5 - >10000,0.632,2.1,<0.5 - >10000,0.438,2.7,[M+H],cpd:C00079,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:17295,L-Phenylalanine; (S)-alpha-Amino-beta-phenylpropionic acid
L-Phenylalanine_13C-2 15N-1,169.090548,1.15,1,RP,L-Phenylalanine,C9H11NO2,166.086804,9,N,1,20,13C-2 15N-1,93,Amino Acid,Phenylalanine,Phenylalanine,5 - >10000,0.632,2.1,<0.5 - >10000,0.438,2.7,[M+H],cpd:C00079,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:17295,L-Phenylalanine; (S)-alpha-Amino-beta-phenylpropionic acid
L-Phenylalanine_13C-3 15N-0,169.096866,1.15,1,RP,L-Phenylalanine,C9H11NO2,166.086804,9,N,1,20,13C-3 15N-0,93,Amino Acid,Phenylalanine,Phenylalanine,5 - >10000,0.632,2.1,<0.5 - >10000,0.438,2.7,[M+H],cpd:C00079,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:17295,L-Phenylalanine; (S)-alpha-Amino-beta-phenylpropionic acid
L-Phenylalanine_13C-3 15N-1,170.093902,1.15,1,RP,L-Phenylalanine,C9H11NO2,166.086804,9,N,1,20,13C-3 15N-1,93,Amino Acid,Phenylalanine,Phenylalanine,5 - >10000,0.632,2.1,<0.5 - >10000,0.438,2.7,[M+H],cpd:C00079,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:17295,L-Phenylalanine; (S)-alpha-Amino-beta-phenylpropionic acid
L-Phenylalanine_13C-4 15N-0,170.10022,1.15,1,RP,L-Phenylalanine,C9H11NO2,166.086804,9,N,1,20,13C-4 15N-0,93,Amino Acid,Phenylalanine,Phenylalanine,5 - >10000,0.632,2.1,<0.5 - >10000,0.438,2.7,[M+H],cpd:C00079,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:17295,L-Phenylalanine; (S)-alpha-Amino-beta-phenylpropionic acid
L-Phenylalanine_13C-4 15N-1,171.097256,1.15,1,RP,L-Phenylalanine,C9H11NO2,166.086804,9,N,1,20,13C-4 15N-1,93,Amino Acid,Phenylalanine,Phenylalanine,5 - >10000,0.632,2.1,<0.5 - >10000,0.438,2.7,[M+H],cpd:C00079,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:17295,L-Phenylalanine; (S)-alpha-Amino-beta-phenylpropionic acid
L-Phenylalanine_13C-5 15N-0,171.103574,1.15,1,RP,L-Phenylalanine,C9H11NO2,166.086804,9,N,1,20,13C-5 15N-0,93,Amino Acid,Phenylalanine,Phenylalanine,5 - >10000,0.632,2.1,<0.5 - >10000,0.438,2.7,[M+H],cpd:C00079,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:17295,L-Phenylalanine; (S)-alpha-Amino-beta-phenylpropionic acid
L-Phenylalanine_13C-5 15N-1,172.10061,1.15,1,RP,L-Phenylalanine,C9H11NO2,166.086804,9,N,1,20,13C-5 15N-1,93,Amino Acid,Phenylalanine,Phenylalanine,5 - >10000,0.632,2.1,<0.5 - >10000,0.438,2.7,[M+H],cpd:C00079,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:17295,L-Phenylalanine; (S)-alpha-Amino-beta-phenylpropionic acid
L-Tryptophan_13C-0 15N-0,205.097703,2.07,1,RP,L-Tryptophan,C11H12N2O2,205.097703,11,N2,2,36,13C-0 15N-0,121,Amino Acid,Tryptophan,Tryptophan,5 - >10000,0.826,2,5 - >10000,0.64,1.3,[M+H],cpd:C00078,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:16828,L-Tryptophan; Tryptophan; (S)-alpha-Amino-beta-(3-indolyl)-propionic acid
L-Tryptophan_13C-0 15N-1,206.094739,2.07,1,RP,L-Tryptophan,C11H12N2O2,205.097703,11,N2,2,36,13C-0 15N-1,121,Amino Acid,Tryptophan,Tryptophan,5 - >10000,0.826,2,5 - >10000,0.64,1.3,[M+H],cpd:C00078,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:16828,L-Tryptophan; Tryptophan; (S)-alpha-Amino-beta-(3-indolyl)-propionic acid
L-Tryptophan_13C-1 15N-0,206.101057,2.07,1,RP,L-Tryptophan,C11H12N2O2,205.097703,11,N2,2,36,13C-1 15N-0,121,Amino Acid,Tryptophan,Tryptophan,5 - >10000,0.826,2,5 - >10000,0.64,1.3,[M+H],cpd:C00078,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:16828,L-Tryptophan; Tryptophan; (S)-alpha-Amino-beta-(3-indolyl)-propionic acid
L-Tryptophan_13C-1 15N-1,207.098093,2.07,1,RP,L-Tryptophan,C11H12N2O2,205.097703,11,N2,2,36,13C-1 15N-1,121,Amino Acid,Tryptophan,Tryptophan,5 - >10000,0.826,2,5 - >10000,0.64,1.3,[M+H],cpd:C00078,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:16828,L-Tryptophan; Tryptophan; (S)-alpha-Amino-beta-(3-indolyl)-propionic acid
L-Tryptophan_13C-2 15N-0,207.104411,2.07,1,RP,L-Tryptophan,C11H12N2O2,205.097703,11,N2,2,36,13C-2 15N-0,121,Amino Acid,Tryptophan,Tryptophan,5 - >10000,0.826,2,5 - >10000,0.64,1.3,[M+H],cpd:C00078,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:16828,L-Tryptophan; Tryptophan; (S)-alpha-Amino-beta-(3-indolyl)-propionic acid
L-Tryptophan_13C-2 15N-1,208.101447,2.07,1,RP,L-Tryptophan,C11H12N2O2,205.097703,11,N2,2,36,13C-2 15N-1,121,Amino Acid,Tryptophan,Tryptophan,5 - >10000,0.826,2,5 - >10000,0.64,1.3,[M+H],cpd:C00078,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:16828,L-Tryptophan; Tryptophan; (S)-alpha-Amino-beta-(3-indolyl)-propionic acid
L-Tryptophan_13C-3 15N-0,208.107765,2.07,1,RP,L-Tryptophan,C11H12N2O2,205.097703,11,N2,2,36,13C-3 15N-0,121,Amino Acid,Tryptophan,Tryptophan,5 - >10000,0.826,2,5 - >10000,0.64,1.3,[M+H],cpd:C00078,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:16828,L-Tryptophan; Tryptophan; (S)-alpha-Amino-beta-(3-indolyl)-propionic acid
L-Tryptophan_13C-3 15N-1,209.104801,2.07,1,RP,L-Tryptophan,C11H12N2O2,205.097703,11,N2,2,36,13C-3 15N-1,121,Amino Acid,Tryptophan,Tryptophan,5 - >10000,0.826,2,5 - >10000,0.64,1.3,[M+H],cpd:C00078,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:16828,L-Tryptophan; Tryptophan; (S)-alpha-Amino-beta-(3-indolyl)-propionic acid
L-Tryptophan_13C-4 15N-0,209.111119,2.07,1,RP,L-Tryptophan,C11H12N2O2,205.097703,11,N2,2,36,13C-4 15N-0,121,Amino Acid,Tryptophan,Tryptophan,5 - >10000,0.826,2,5 - >10000,0.64,1.3,[M+H],cpd:C00078,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:16828,L-Tryptophan; Tryptophan; (S)-alpha-Amino-beta-(3-indolyl)-propionic acid
L-Tryptophan_13C-4 15N-1,210.108155,2.07,1,RP,L-Tryptophan,C11H12N2O2,205.097703,11,N2,2,36,13C-4 15N-1,121,Amino Acid,Tryptophan,Tryptophan,5 - >10000,0.826,2,5 - >10000,0.64,1.3,[M+H],cpd:C00078,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:16828,L-Tryptophan; Tryptophan; (S)-alpha-Amino-beta-(3-indolyl)-propionic acid
L-Tryptophan_13C-5 15N-0,210.114473,2.07,1,RP,L-Tryptophan,C11H12N2O2,205.097703,11,N2,2,36,13C-5 15N-0,121,Amino Acid,Tryptophan,Tryptophan,5 - >10000,0.826,2,5 - >10000,0.64,1.3,[M+H],cpd:C00078,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:16828,L-Tryptophan; Tryptophan; (S)-alpha-Amino-beta-(3-indolyl)-propionic acid
L-Tryptophan_13C-5 15N-1,211.111509,2.07,1,RP,L-Tryptophan,C11H12N2O2,205.097703,11,N2,2,36,13C-5 15N-1,121,Amino Acid,Tryptophan,Tryptophan,5 - >10000,0.826,2,5 - >10000,0.64,1.3,[M+H],cpd:C00078,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:16828,L-Tryptophan; Tryptophan; (S)-alpha-Amino-beta-(3-indolyl)-propionic acid
L-Tyrosine_13C-0 15N-0,182.081719,1.01,1,RP,L-Tyrosine,C9H11NO3,182.081719,9,N,1,20,13C-0 15N-0,123,Amino Acid,Tyrosine,Tyrosine,NA,NA,NA,NA,NA,NA,[M+H],cpd:C00082,CyanoAq,CyanoDCM,NA,NA,160401,CHEBI:17895,L-Tyrosine; (S)-3-(p-Hydroxyphenyl)alanine; (S)-2-Amino-3-(p-hydroxyphenyl)propionic acid; Tyrosine
L-Tyrosine_13C-0 15N-1,183.078755,1.01,1,RP,L-Tyrosine,C9H11NO3,182.081719,9,N,1,20,13C-0 15N-1,123,Amino Acid,Tyrosine,Tyrosine,NA,NA,NA,NA,NA,NA,[M+H],cpd:C00082,CyanoAq,CyanoDCM,NA,NA,160401,CHEBI:17895,L-Tyrosine; (S)-3-(p-Hydroxyphenyl)alanine; (S)-2-Amino-3-(p-hydroxyphenyl)propionic acid; Tyrosine
L-Tyrosine_13C-1 15N-0,183.085073,1.01,1,RP,L-Tyrosine,C9H11NO3,182.081719,9,N,1,20,13C-1 15N-0,123,Amino Acid,Tyrosine,Tyrosine,NA,NA,NA,NA,NA,NA,[M+H],cpd:C00082,CyanoAq,CyanoDCM,NA,NA,160401,CHEBI:17895,L-Tyrosine; (S)-3-(p-Hydroxyphenyl)alanine; (S)-2-Amino-3-(p-hydroxyphenyl)propionic acid; Tyrosine
L-Tyrosine_13C-1 15N-1,184.082109,1.01,1,RP,L-Tyrosine,C9H11NO3,182.081719,9,N,1,20,13C-1 15N-1,123,Amino Acid,Tyrosine,Tyrosine,NA,NA,NA,NA,NA,NA,[M+H],cpd:C00082,CyanoAq,CyanoDCM,NA,NA,160401,CHEBI:17895,L-Tyrosine; (S)-3-(p-Hydroxyphenyl)alanine; (S)-2-Amino-3-(p-hydroxyphenyl)propionic acid; Tyrosine
L-Tyrosine_13C-2 15N-0,184.088427,1.01,1,RP,L-Tyrosine,C9H11NO3,182.081719,9,N,1,20,13C-2 15N-0,123,Amino Acid,Tyrosine,Tyrosine,NA,NA,NA,NA,NA,NA,[M+H],cpd:C00082,CyanoAq,CyanoDCM,NA,NA,160401,CHEBI:17895,L-Tyrosine; (S)-3-(p-Hydroxyphenyl)alanine; (S)-2-Amino-3-(p-hydroxyphenyl)propionic acid; Tyrosine
L-Tyrosine_13C-2 15N-1,185.085463,1.01,1,RP,L-Tyrosine,C9H11NO3,182.081719,9,N,1,20,13C-2 15N-1,123,Amino Acid,Tyrosine,Tyrosine,NA,NA,NA,NA,NA,NA,[M+H],cpd:C00082,CyanoAq,CyanoDCM,NA,NA,160401,CHEBI:17895,L-Tyrosine; (S)-3-(p-Hydroxyphenyl)alanine; (S)-2-Amino-3-(p-hydroxyphenyl)propionic acid; Tyrosine
L-Tyrosine_13C-3 15N-0,185.091781,1.01,1,RP,L-Tyrosine,C9H11NO3,182.081719,9,N,1,20,13C-3 15N-0,123,Amino Acid,Tyrosine,Tyrosine,NA,NA,NA,NA,NA,NA,[M+H],cpd:C00082,CyanoAq,CyanoDCM,NA,NA,160401,CHEBI:17895,L-Tyrosine; (S)-3-(p-Hydroxyphenyl)alanine; (S)-2-Amino-3-(p-hydroxyphenyl)propionic acid; Tyrosine
L-Tyrosine_13C-3 15N-1,186.088817,1.01,1,RP,L-Tyrosine,C9H11NO3,182.081719,9,N,1,20,13C-3 15N-1,123,Amino Acid,Tyrosine,Tyrosine,NA,NA,NA,NA,NA,NA,[M+H],cpd:C00082,CyanoAq,CyanoDCM,NA,NA,160401,CHEBI:17895,L-Tyrosine; (S)-3-(p-Hydroxyphenyl)alanine; (S)-2-Amino-3-(p-hydroxyphenyl)propionic acid; Tyrosine
L-Tyrosine_13C-4 15N-0,186.095135,1.01,1,RP,L-Tyrosine,C9H11NO3,182.081719,9,N,1,20,13C-4 15N-0,123,Amino Acid,Tyrosine,Tyrosine,NA,NA,NA,NA,NA,NA,[M+H],cpd:C00082,CyanoAq,CyanoDCM,NA,NA,160401,CHEBI:17895,L-Tyrosine; (S)-3-(p-Hydroxyphenyl)alanine; (S)-2-Amino-3-(p-hydroxyphenyl)propionic acid; Tyrosine
L-Tyrosine_13C-4 15N-1,187.092171,1.01,1,RP,L-Tyrosine,C9H11NO3,182.081719,9,N,1,20,13C-4 15N-1,123,Amino Acid,Tyrosine,Tyrosine,NA,NA,NA,NA,NA,NA,[M+H],cpd:C00082,CyanoAq,CyanoDCM,NA,NA,160401,CHEBI:17895,L-Tyrosine; (S)-3-(p-Hydroxyphenyl)alanine; (S)-2-Amino-3-(p-hydroxyphenyl)propionic acid; Tyrosine
L-Tyrosine_13C-5 15N-0,187.098489,1.01,1,RP,L-Tyrosine,C9H11NO3,182.081719,9,N,1,20,13C-5 15N-0,123,Amino Acid,Tyrosine,Tyrosine,NA,NA,NA,NA,NA,NA,[M+H],cpd:C00082,CyanoAq,CyanoDCM,NA,NA,160401,CHEBI:17895,L-Tyrosine; (S)-3-(p-Hydroxyphenyl)alanine; (S)-2-Amino-3-(p-hydroxyphenyl)propionic acid; Tyrosine
L-Tyrosine_13C-5 15N-1,188.095525,1.01,1,RP,L-Tyrosine,C9H11NO3,182.081719,9,N,1,20,13C-5 15N-1,123,Amino Acid,Tyrosine,Tyrosine,NA,NA,NA,NA,NA,NA,[M+H],cpd:C00082,CyanoAq,CyanoDCM,NA,NA,160401,CHEBI:17895,L-Tyrosine; (S)-3-(p-Hydroxyphenyl)alanine; (S)-2-Amino-3-(p-hydroxyphenyl)propionic acid; Tyrosine
Dimethylglycine_13C-0 15N-0,104.071154,0.69,1,RP,Dimethylglycine,C4H9NO2,104.071154,4,N,1,10,13C-0 15N-0,55,Amino Acid derivative,Dimethyl glycine,DMG,50 - >10000,0.079,71.3,50 - 5000,0.059,9.1,[M+H],cpd:C01026,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:17724,"N,N-Dimethylglycine; Dimethylglycine"
Dimethylglycine_13C-0 15N-1,105.06819,0.69,1,RP,Dimethylglycine,C4H9NO2,104.071154,4,N,1,10,13C-0 15N-1,55,Amino Acid derivative,Dimethyl glycine,DMG,50 - >10000,0.079,71.3,50 - 5000,0.059,9.1,[M+H],cpd:C01026,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:17724,"N,N-Dimethylglycine; Dimethylglycine"
Dimethylglycine_13C-1 15N-0,105.074508,0.69,1,RP,Dimethylglycine,C4H9NO2,104.071154,4,N,1,10,13C-1 15N-0,55,Amino Acid derivative,Dimethyl glycine,DMG,50 - >10000,0.079,71.3,50 - 5000,0.059,9.1,[M+H],cpd:C01026,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:17724,"N,N-Dimethylglycine; Dimethylglycine"
Dimethylglycine_13C-1 15N-1,106.071544,0.69,1,RP,Dimethylglycine,C4H9NO2,104.071154,4,N,1,10,13C-1 15N-1,55,Amino Acid derivative,Dimethyl glycine,DMG,50 - >10000,0.079,71.3,50 - 5000,0.059,9.1,[M+H],cpd:C01026,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:17724,"N,N-Dimethylglycine; Dimethylglycine"
Dimethylglycine_13C-2 15N-0,106.077862,0.69,1,RP,Dimethylglycine,C4H9NO2,104.071154,4,N,1,10,13C-2 15N-0,55,Amino Acid derivative,Dimethyl glycine,DMG,50 - >10000,0.079,71.3,50 - 5000,0.059,9.1,[M+H],cpd:C01026,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:17724,"N,N-Dimethylglycine; Dimethylglycine"
Dimethylglycine_13C-2 15N-1,107.074898,0.69,1,RP,Dimethylglycine,C4H9NO2,104.071154,4,N,1,10,13C-2 15N-1,55,Amino Acid derivative,Dimethyl glycine,DMG,50 - >10000,0.079,71.3,50 - 5000,0.059,9.1,[M+H],cpd:C01026,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:17724,"N,N-Dimethylglycine; Dimethylglycine"
Dimethylglycine_13C-3 15N-0,107.081216,0.69,1,RP,Dimethylglycine,C4H9NO2,104.071154,4,N,1,10,13C-3 15N-0,55,Amino Acid derivative,Dimethyl glycine,DMG,50 - >10000,0.079,71.3,50 - 5000,0.059,9.1,[M+H],cpd:C01026,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:17724,"N,N-Dimethylglycine; Dimethylglycine"
Dimethylglycine_13C-3 15N-1,108.078252,0.69,1,RP,Dimethylglycine,C4H9NO2,104.071154,4,N,1,10,13C-3 15N-1,55,Amino Acid derivative,Dimethyl glycine,DMG,50 - >10000,0.079,71.3,50 - 5000,0.059,9.1,[M+H],cpd:C01026,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:17724,"N,N-Dimethylglycine; Dimethylglycine"
Dimethylglycine_13C-4 15N-0,108.08457,0.69,1,RP,Dimethylglycine,C4H9NO2,104.071154,4,N,1,10,13C-4 15N-0,55,Amino Acid derivative,Dimethyl glycine,DMG,50 - >10000,0.079,71.3,50 - 5000,0.059,9.1,[M+H],cpd:C01026,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:17724,"N,N-Dimethylglycine; Dimethylglycine"
Dimethylglycine_13C-4 15N-1,109.081606,0.69,1,RP,Dimethylglycine,C4H9NO2,104.071154,4,N,1,10,13C-4 15N-1,55,Amino Acid derivative,Dimethyl glycine,DMG,50 - >10000,0.079,71.3,50 - 5000,0.059,9.1,[M+H],cpd:C01026,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:17724,"N,N-Dimethylglycine; Dimethylglycine"
Glycine betaine_13C-0 15N-0,118.086804,0.71,1,RP,Glycine betaine,C5H11NO2,118.086804,5,N,1,12,13C-0 15N-0,30,Amino Acid derivative,Betaine,Glycine betaine,50 - >10000,-0.411,7.9,500 - 5000,-0.436,2.7,[M+H],cpd:C00719,CyanoAq,CyanoDCM,0.25,NA,160401,CHEBI:17750,"Betaine; Trimethylaminoacetate; Glycine betaine; N,N,N-Trimethylglycine; Trimethylammonioacetate"
