Experiment,Timepoint,replicate,type,Protein Name,all.area,Conc.All.uM.in.vial,Replicate Name,Precursor Ion Name,Retention Time,Area,Background,Height,Fraction1,N.lab,C.lab,runDate,SampID,ionization,Blk.flag,ppm.flag,size.flag,RT.check,all.flags,rawArea,iso.mz,RT..min.,Column,Blk.Max.Area,Area.less.blk,Area.filled.w.background,MID,Conc.uM.in.vial,Time of day,Vol Filtered (L),Incubation time (hr),Time since last sample (hr),nM.in.sample,total.GBT.nM.in.sample,total.GBT.nM.in.sample.sd,GBT.nM.sd
Fate1,4,B,Smp,Deoxyadenosine,17667033,0.04658995613484193,200605_Smp_GBTFate1MT4-pos_B,Deoxyadenosine_13C-2 15N-1,2.68,NA,0,2939,HILICPos,1,2,200605,GBTFate1MT4,pos,ok,ok,ok,bad RT,something is wrong,1766,255.113409,3.44,HILIC,0,NA,0,0,0,1200,2,4.5,4.25,0,NA,NA,NA
Fate1,4,B,Smp,Deoxyadenosine,17667033,0.04658995613484193,200605_Smp_GBTFate1MT4-pos_B,Deoxyadenosine_13C-3 15N-1,3.44,NA,0,2897,HILICPos,1,3,200605,GBTFate1MT4,pos,comparable to blank,ok,ok,bad RT,something is wrong,3282,256.116763,3.44,HILIC,5510,NA,0,0,0,1200,2,4.5,4.25,0,NA,NA,NA
Fate1,4,B,Smp,Deoxyadenosine,17667033,0.04658995613484193,200605_Smp_GBTFate1MT4-pos_B,Deoxyadenosine_13C-4 15N-1,2.39,NA,0,4199,HILICPos,1,4,200605,GBTFate1MT4,pos,comparable to blank,bad ppm,ok,bad RT,something is wrong,2511,257.120117,3.44,HILIC,1504,NA,0,0,0,1200,2,4.5,4.25,0,NA,NA,NA
Fate1,4,C,Smp,Deoxyadenosine,2536840,0.008988301618678488,200605_Smp_GBTFate1MT4-pos_C,Deoxyadenosine_13C-0 15N-0,4.36,2345465,0,97999,HILICPos,0,0,200605,GBTFate1MT4,pos,ok,ok,ok,ok,all ok,2345465,252.109665,3.44,HILIC,16535,2328930,2328930,0.9180437079200896,0.008251653745915742,1200,2,4.5,4.25,0.0020396987839404264,NA,NA,NA
Fate1,4,C,Smp,Deoxyadenosine,2536840,0.008988301618678488,200605_Smp_GBTFate1MT4-pos_C,Deoxyadenosine_13C-0 15N-1,4.36,8991,0,1826,HILICPos,1,0,200605,GBTFate1MT4,pos,ok,ok,ok,ok,all ok,8991,253.106701,3.44,HILIC,0,8991,8991,0.003544173065703789,3.185609650334206e-5,1200,2,4.5,4.25,7.874402307672781e-6,NA,NA,NA
Fate1,4,C,Smp,Deoxyadenosine,2536840,0.008988301618678488,200605_Smp_GBTFate1MT4-pos_C,Deoxyadenosine_13C-1 15N-0,4.38,198919,0,10380,HILICPos,0,1,200605,GBTFate1MT4,pos,ok,ok,ok,ok,all ok,198919,253.113019,3.44,HILIC,0,198919,198919,0.07841211901420665,7.047917762594038e-4,1200,2,4.5,4.25,1.7421512986764116e-4,NA,NA,NA
Fate1,4,C,Smp,Deoxyadenosine,2536840,0.008988301618678488,200605_Smp_GBTFate1MT4-pos_C,Deoxyadenosine_13C-1 15N-1,7.54,NA,0,1106,HILICPos,1,1,200605,GBTFate1MT4,pos,ok,ok,ok,bad RT,something is wrong,1272,254.110055,3.44,HILIC,0,NA,0,0,0,1200,2,4.5,4.25,0,NA,NA,NA
Fate1,4,C,Smp,Deoxyadenosine,2536840,0.008988301618678488,200605_Smp_GBTFate1MT4-pos_C,Deoxyadenosine_13C-2 15N-0,3.68,NA,0,0,HILICPos,0,2,200605,GBTFate1MT4,pos,NA,NA,too small,bad RT,something is wrong,0,254.116373,3.44,HILIC,0,NA,0,0,0,1200,2,4.5,4.25,0,NA,NA,NA
Fate1,4,C,Smp,Deoxyadenosine,2536840,0.008988301618678488,200605_Smp_GBTFate1MT4-pos_C,Deoxyadenosine_13C-2 15N-1,4.77,NA,0,2136,HILICPos,1,2,200605,GBTFate1MT4,pos,ok,ok,ok,bad RT,something is wrong,1720,255.113409,3.44,HILIC,0,NA,0,0,0,1200,2,4.5,4.25,0,NA,NA,NA
Fate1,4,C,Smp,Deoxyadenosine,2536840,0.008988301618678488,200605_Smp_GBTFate1MT4-pos_C,Deoxyadenosine_13C-3 15N-1,7.2,NA,0,3181,HILICPos,1,3,200605,GBTFate1MT4,pos,comparable to blank,ok,ok,bad RT,something is wrong,5250,256.116763,3.44,HILIC,5510,NA,0,0,0,1200,2,4.5,4.25,0,NA,NA,NA
Fate1,4,C,Smp,Deoxyadenosine,2536840,0.008988301618678488,200605_Smp_GBTFate1MT4-pos_C,Deoxyadenosine_13C-4 15N-1,2.4,NA,0,1855,HILICPos,1,4,200605,GBTFate1MT4,pos,comparable to blank,ok,ok,bad RT,something is wrong,1912,257.120117,3.44,HILIC,1504,NA,0,0,0,1200,2,4.5,4.25,0,NA,NA,NA
Fate1,50,A,Smp,Deoxyadenosine,20083241,0.05824851078813597,200605_Smp_GBTFate1MT50-pos_A,Deoxyadenosine_13C-0 15N-0,4.38,17778910,57704,740656,HILICPos,0,0,200605,GBTFate1MT50,pos,ok,ok,ok,ok,all ok,17778910,252.109665,3.44,HILIC,16535,17762375,17762375,0.8844376761698971,0.05151717752181616,900,2,50,14,0.012734359387692663,NA,NA,NA
Fate1,50,A,Smp,Deoxyadenosine,20083241,0.05824851078813597,200605_Smp_GBTFate1MT50-pos_A,Deoxyadenosine_13C-0 15N-1,4.27,257776,0,13303,HILICPos,1,0,200605,GBTFate1MT50,pos,ok,ok,ok,ok,all ok,257776,253.106701,3.44,HILIC,0,257776,257776,0.012835378512860549,7.476416837761663e-4,900,2,50,14,1.8480705567368462e-4,NA,NA,NA
Fate1,50,A,Smp,Deoxyadenosine,20083241,0.05824851078813597,200605_Smp_GBTFate1MT50-pos_A,Deoxyadenosine_13C-1 15N-0,4.39,1773014,0,71418,HILICPos,0,1,200605,GBTFate1MT50,pos,ok,ok,ok,ok,all ok,1773014,253.113019,3.44,HILIC,0,1773014,1773014,0.0882832606549909,0.005142368460674057,900,2,50,14,0.0012711249185658178,NA,NA,NA
Fate1,50,A,Smp,Deoxyadenosine,20083241,0.05824851078813597,200605_Smp_GBTFate1MT50-pos_A,Deoxyadenosine_13C-1 15N-1,4.39,57078,0,6898,HILICPos,1,1,200605,GBTFate1MT50,pos,ok,ok,ok,ok,all ok,57078,254.110055,3.44,HILIC,0,57078,57078,0.0028420711577379367,1.655464124921483e-4,900,2,50,14,4.092086588255917e-5,NA,NA,NA
Fate1,50,A,Smp,Deoxyadenosine,20083241,0.05824851078813597,200605_Smp_GBTFate1MT50-pos_A,Deoxyadenosine_13C-2 15N-0,4.41,175844,0,9964,HILICPos,0,2,200605,GBTFate1MT50,pos,ok,ok,ok,ok,all ok,175844,254.116373,3.44,HILIC,0,175844,175844,0.00875575809701233,5.100098699721315e-4,900,2,50,14,1.2606763972551128e-4,NA,NA,NA
Fate1,50,A,Smp,Deoxyadenosine,20083241,0.05824851078813597,200605_Smp_GBTFate1MT50-pos_A,Deoxyadenosine_13C-2 15N-1,4.28,34951,0,4018,HILICPos,1,2,200605,GBTFate1MT50,pos,ok,ok,ok,ok,all ok,34951,255.113409,3.44,HILIC,0,34951,34951,0.0017403067562650869,1.0137027686697283e-4,900,2,50,14,2.505738083782413e-5,NA,NA,NA
Fate1,50,A,Smp,Deoxyadenosine,20083241,0.05824851078813597,200605_Smp_GBTFate1MT50-pos_A,Deoxyadenosine_13C-3 15N-1,4.38,25008,0,4082,HILICPos,1,3,200605,GBTFate1MT50,pos,ok,ok,ok,ok,all ok,25008,256.116763,3.44,HILIC,5510,19498,19498,9.708592353196379e-4,5.655110464227737e-5,900,2,50,14,1.3978679052842403e-5,NA,NA,NA
Fate1,50,A,Smp,Deoxyadenosine,20083241,0.05824851078813597,200605_Smp_GBTFate1MT50-pos_A,Deoxyadenosine_13C-4 15N-1,4.2,4209,0,1670,HILICPos,1,4,200605,GBTFate1MT50,pos,ok,ok,ok,ok,all ok,4209,257.120117,3.44,HILIC,1504,2705,2705,1.346894159164848e-4,7.845457896059098e-6,900,2,50,14,1.9392925858005286e-6,NA,NA,NA
Fate1,50,B,Smp,Deoxyadenosine,27315616,0.07680991296024801,200605_Smp_GBTFate1MT50-pos_B,Deoxyadenosine_13C-0 15N-0,4.38,24027952,119426,926867,HILICPos,0,0,200605,GBTFate1MT50,pos,ok,ok,ok,ok,all ok,24027952,252.109665,3.44,HILIC,16535,24011417,24011417,0.8790362626272092,0.06751869882129766,900,2,50,14,0.016689722099307164,NA,NA,NA
Fate1,50,B,Smp,Deoxyadenosine,27315616,0.07680991296024801,200605_Smp_GBTFate1MT50-pos_B,Deoxyadenosine_13C-0 15N-1,4.33,334585,0,17979,HILICPos,1,0,200605,GBTFate1MT50,pos,ok,ok,ok,ok,all ok,334585,253.106701,3.44,HILIC,0,334585,334585,0.012248854281741257,9.408334312433072e-4,900,2,50,14,2.3256147975759563e-4,NA,NA,NA
Fate1,50,B,Smp,Deoxyadenosine,27315616,0.07680991296024801,200605_Smp_GBTFate1MT50-pos_B,Deoxyadenosine_13C-1 15N-0,4.35,2463027,0,103173,HILICPos,0,1,200605,GBTFate1MT50,pos,ok,ok,ok,ok,all ok,2463027,253.113019,3.44,HILIC,0,2463027,2463027,0.09016919113228125,0.00692588772256649,900,2,50,14,0.0017119870998488023,NA,NA,NA
Fate1,50,B,Smp,Deoxyadenosine,27315616,0.07680991296024801,200605_Smp_GBTFate1MT50-pos_B,Deoxyadenosine_13C-1 15N-1,4.27,101162,0,7867,HILICPos,1,1,200605,GBTFate1MT50,pos,ok,ok,ok,ok,all ok,101162,254.110055,3.44,HILIC,0,101162,101162,0.0037034493382832735,2.844616213262263e-4,900,2,50,14,7.031511997022547e-5,NA,NA,NA
Fate1,50,B,Smp,Deoxyadenosine,27315616,0.07680991296024801,200605_Smp_GBTFate1MT50-pos_B,Deoxyadenosine_13C-2 15N-0,4.44,269239,0,15777,HILICPos,0,2,200605,GBTFate1MT50,pos,ok,ok,ok,ok,all ok,269239,254.116373,3.44,HILIC,0,269239,269239,0.009856596314723416,7.57084305018207e-4,900,2,50,14,1.8714114574310052e-4,NA,NA,NA
Fate1,50,B,Smp,Deoxyadenosine,27315616,0.07680991296024801,200605_Smp_GBTFate1MT50-pos_B,Deoxyadenosine_13C-2 15N-1,4.42,91776,0,6046,HILICPos,1,2,200605,GBTFate1MT50,pos,ok,ok,ok,ok,all ok,91776,255.113409,3.44,HILIC,0,91776,91776,0.0033598363661284446,2.5806873884300183e-4,900,2,50,14,6.379115132547216e-5,NA,NA,NA
Fate1,50,B,Smp,Deoxyadenosine,27315616,0.07680991296024801,200605_Smp_GBTFate1MT50-pos_B,Deoxyadenosine_13C-3 15N-1,4.29,39666,0,6187,HILICPos,1,3,200605,GBTFate1MT50,pos,ok,ok,ok,ok,all ok,39666,256.116763,3.44,HILIC,5510,34156,34156,0.0012504202724185317,9.604467228819703e-5,900,2,50,14,2.3740962394011797e-5,NA,NA,NA
Fate1,50,B,Smp,Deoxyadenosine,27315616,0.07680991296024801,200605_Smp_GBTFate1MT50-pos_B,Deoxyadenosine_13C-4 15N-1,4.38,11758,0,2823,HILICPos,1,4,200605,GBTFate1MT50,pos,ok,ok,ok,ok,all ok,11758,257.120117,3.44,HILIC,1504,10254,10254,3.75389667214534e-4,2.8833647664924824e-5,900,2,50,14,7.127293254133885e-6,NA,NA,NA
Fate1,50,C,Smp,Deoxyadenosine,11739691,0.03543968442919414,200605_Smp_GBTFate1MT50-pos_C,Deoxyadenosine_13C-0 15N-0,4.33,10533646,0,451233,HILICPos,0,0,200605,GBTFate1MT50,pos,ok,ok,ok,ok,all ok,10533646,252.109665,3.44,HILIC,16535,10517111,10517111,0.8958592692090448,0.03174896979373702,900,2,50,14,0.007847922013414542,NA,NA,NA
Fate1,50,C,Smp,Deoxyadenosine,11739691,0.03543968442919414,200605_Smp_GBTFate1MT50-pos_C,Deoxyadenosine_13C-0 15N-1,4.2,117388,0,8193,HILICPos,1,0,200605,GBTFate1MT50,pos,ok,ok,ok,ok,all ok,117388,253.106701,3.44,HILIC,0,117388,117388,0.009999241036241925,3.54369946855862e-4,900,2,50,14,8.759552593014434e-5,NA,NA,NA
Fate1,50,C,Smp,Deoxyadenosine,11739691,0.03543968442919414,200605_Smp_GBTFate1MT50-pos_C,Deoxyadenosine_13C-1 15N-0,4.38,1070417,0,47239,HILICPos,0,1,200605,GBTFate1MT50,pos,ok,ok,ok,ok,all ok,1070417,253.113019,3.44,HILIC,0,1070417,1070417,0.0911793163891622,0.0032313661993015573,900,2,50,14,7.987506395846877e-4,NA,NA,NA
Fate1,50,C,Smp,Deoxyadenosine,11739691,0.03543968442919414,200605_Smp_GBTFate1MT50-pos_C,Deoxyadenosine_13C-1 15N-1,4.28,18068,0,5805,HILICPos,1,1,200605,GBTFate1MT50,pos,ok,ok,ok,ok,all ok,18068,254.110055,3.44,HILIC,0,18068,18068,0.0015390524333221377,5.454353255691991e-5,900,2,50,14,1.3482434000969844e-5,NA,NA,NA
Fate1,50,C,Smp,Deoxyadenosine,11739691,0.03543968442919414,200605_Smp_GBTFate1MT50-pos_C,Deoxyadenosine_13C-2 15N-0,4.29,14765,41500,4696,HILICPos,0,2,200605,GBTFate1MT50,pos,ok,ok,ok,ok,all ok,14765,254.116373,3.44,HILIC,0,14765,14765,0.001257699201793301,4.457246281840394e-5,900,2,50,14,1.1017718509205209e-5,NA,NA,NA
Fate1,50,C,Smp,Deoxyadenosine,11739691,0.03543968442919414,200605_Smp_GBTFate1MT50-pos_C,Deoxyadenosine_13C-2 15N-1,4.38,1942,0,3194,HILICPos,1,2,200605,GBTFate1MT50,pos,ok,ok,ok,ok,all ok,1942,255.113409,3.44,HILIC,0,1942,1942,1.654217304356648e-4,5.86249392437118e-6,900,2,50,14,1.4491303315188975e-6,NA,NA,NA
Fate1,50,C,Smp,Deoxyadenosine,11739691,0.03543968442919414,200605_Smp_GBTFate1MT50-pos_C,Deoxyadenosine_13C-3 15N-1,3.24,NA,0,2742,HILICPos,1,3,200605,GBTFate1MT50,pos,comparable to blank,ok,ok,bad RT,something is wrong,6298,256.116763,3.44,HILIC,5510,NA,0,0,0,900,2,50,14,0,NA,NA,NA
Fate1,50,C,Smp,Deoxyadenosine,11739691,0.03543968442919414,200605_Smp_GBTFate1MT50-pos_C,Deoxyadenosine_13C-4 15N-1,3.54,NA,0,2886,HILICPos,1,4,200605,GBTFate1MT50,pos,comparable to blank,ok,ok,bad RT,something is wrong,1764,257.120117,3.44,HILIC,1504,NA,0,0,0,900,2,50,14,0,NA,NA,NA
Fate1,8,A,Smp,Deoxyadenosine,11945419,0.03352386082749048,200605_Smp_GBTFate1MT8-pos_A,Deoxyadenosine_13C-0 15N-0,4.37,10892652,0,437785,HILICPos,0,0,200605,GBTFate1MT8,pos,ok,ok,ok,ok,all ok,10892652,252.109665,3.44,HILIC,16535,10876117,10876117,0.9104843455051681,0.030522950484324015,1600,2,9,4.5,0.0075448663870517725,NA,NA,NA
Fate1,8,A,Smp,Deoxyadenosine,11945419,0.03352386082749048,200605_Smp_GBTFate1MT8-pos_A,Deoxyadenosine_13C-0 15N-1,4.24,87762,2501,6367,HILICPos,1,0,200605,GBTFate1MT8,pos,ok,ok,ok,ok,all ok,87762,253.106701,3.44,HILIC,0,87762,87762,0.007346916838999118,2.462970176217527e-4,1600,2,9,4.5,6.088133879586232e-5,NA,NA,NA
Fate1,8,A,Smp,Deoxyadenosine,11945419,0.03352386082749048,200605_Smp_GBTFate1MT8-pos_A,Deoxyadenosine_13C-1 15N-0,4.34,945899,0,40989,HILICPos,0,1,200605,GBTFate1MT8,pos,ok,ok,ok,ok,all ok,945899,253.113019,3.44,HILIC,0,945899,945899,0.07918508341984488,0.002654589716180104,1600,2,9,4.5,6.561791833101727e-4,NA,NA,NA
Fate1,8,A,Smp,Deoxyadenosine,11945419,0.03352386082749048,200605_Smp_GBTFate1MT8-pos_A,Deoxyadenosine_13C-1 15N-1,4.33,9212,0,2564,HILICPos,1,1,200605,GBTFate1MT8,pos,ok,ok,ok,ok,all ok,9212,254.110055,3.44,HILIC,0,9212,9212,7.711742886540857e-4,2.585273952657854e-5,1600,2,9,4.5,6.3904525077765274e-6,NA,NA,NA
Fate1,8,A,Smp,Deoxyadenosine,11945419,0.03352386082749048,200605_Smp_GBTFate1MT8-pos_A,Deoxyadenosine_13C-2 15N-0,4.39,24918,0,5224,HILICPos,0,2,200605,GBTFate1MT8,pos,ok,ok,ok,ok,all ok,24918,254.116373,3.44,HILIC,0,24918,24918,0.0020859879423233293,6.993036946627053e-5,1600,2,9,4.5,1.7285854927135858e-5,NA,NA,NA
Fate1,8,A,Smp,Deoxyadenosine,11945419,0.03352386082749048,200605_Smp_GBTFate1MT8-pos_A,Deoxyadenosine_13C-2 15N-1,0.22,NA,0,3229,HILICPos,1,2,200605,GBTFate1MT8,pos,ok,ok,ok,bad RT,something is wrong,2764,255.113409,3.44,HILIC,0,NA,0,0,0,1600,2,9,4.5,0,NA,NA,NA
Fate1,8,A,Smp,Deoxyadenosine,11945419,0.03352386082749048,200605_Smp_GBTFate1MT8-pos_A,Deoxyadenosine_13C-3 15N-1,2.33,NA,0,5266,HILICPos,1,3,200605,GBTFate1MT8,pos,ok,ok,ok,bad RT,something is wrong,20802,256.116763,3.44,HILIC,5510,NA,0,0,0,1600,2,9,4.5,0,NA,NA,NA
Fate1,8,A,Smp,Deoxyadenosine,11945419,0.03352386082749048,200605_Smp_GBTFate1MT8-pos_A,Deoxyadenosine_13C-4 15N-1,4.19,3015,0,1757,HILICPos,1,4,200605,GBTFate1MT8,pos,ok,ok,ok,ok,all ok,3015,257.120117,3.44,HILIC,1504,1511,1511,1.2649200501045632e-4,4.240500371760766e-6,1600,2,9,4.5,1.0481951518943044e-6,NA,NA,NA
Fate1,8,B,Smp,Deoxyadenosine,5294274,0.021385281137285172,200605_Smp_GBTFate1MT8-pos_B,Deoxyadenosine_13C-0 15N-0,4.38,4857470,0,205501,HILICPos,0,0,200605,GBTFate1MT8,pos,ok,ok,ok,ok,all ok,4857470,252.109665,3.44,HILIC,16535,4840935,4840935,0.9143718288853202,0.019554098624726183,1600,2,9,4.5,0.004833512458717317,NA,NA,NA
Fate1,8,B,Smp,Deoxyadenosine,5294274,0.021385281137285172,200605_Smp_GBTFate1MT8-pos_B,Deoxyadenosine_13C-0 15N-1,4.21,11986,0,4312,HILICPos,1,0,200605,GBTFate1MT8,pos,ok,ok,ok,ok,all ok,11986,253.106701,3.44,HILIC,0,11986,11986,0.0022639553600739214,4.841532185744449e-5,1600,2,9,4.5,1.1967622025535511e-5,NA,NA,NA
Fate1,8,B,Smp,Deoxyadenosine,5294274,0.021385281137285172,200605_Smp_GBTFate1MT8-pos_B,Deoxyadenosine_13C-1 15N-0,4.28,441353,0,21466,HILICPos,0,1,200605,GBTFate1MT8,pos,ok,ok,ok,ok,all ok,441353,253.113019,3.44,HILIC,0,441353,441353,0.08336421575460583,0.0017827671907015433,1600,2,9,4.5,4.406762793122122e-4,NA,NA,NA
Fate1,8,B,Smp,Deoxyadenosine,5294274,0.021385281137285172,200605_Smp_GBTFate1MT8-pos_B,Deoxyadenosine_13C-1 15N-1,2.66,NA,0,3591,HILICPos,1,1,200605,GBTFate1MT8,pos,ok,ok,ok,bad RT,something is wrong,2147,254.110055,3.44,HILIC,0,NA,0,0,0,1600,2,9,4.5,0,NA,NA,NA
Fate1,8,B,Smp,Deoxyadenosine,5294274,0.021385281137285172,200605_Smp_GBTFate1MT8-pos_B,Deoxyadenosine_13C-2 15N-0,3.83,NA,0,2508,HILICPos,0,2,200605,GBTFate1MT8,pos,ok,ok,ok,bad RT,something is wrong,1533,254.116373,3.44,HILIC,0,NA,0,0,0,1600,2,9,4.5,0,NA,NA,NA
Fate1,8,B,Smp,Deoxyadenosine,5294274,0.021385281137285172,200605_Smp_GBTFate1MT8-pos_B,Deoxyadenosine_13C-2 15N-1,0.09,NA,0,18209,HILICPos,1,2,200605,GBTFate1MT8,pos,ok,ok,ok,bad RT,something is wrong,10256,255.113409,3.44,HILIC,0,NA,0,0,0,1600,2,9,4.5,0,NA,NA,NA
Fate1,8,B,Smp,Deoxyadenosine,5294274,0.021385281137285172,200605_Smp_GBTFate1MT8-pos_B,Deoxyadenosine_13C-3 15N-1,3.46,NA,0,3914,HILICPos,1,3,200605,GBTFate1MT8,pos,comparable to blank,ok,ok,bad RT,something is wrong,6664,256.116763,3.44,HILIC,5510,NA,0,0,0,1600,2,9,4.5,0,NA,NA,NA
Fate1,8,B,Smp,Deoxyadenosine,5294274,0.021385281137285172,200605_Smp_GBTFate1MT8-pos_B,Deoxyadenosine_13C-4 15N-1,4,NA,0,2339,HILICPos,1,4,200605,GBTFate1MT8,pos,comparable to blank,bad ppm,ok,bad RT,something is wrong,1424,257.120117,3.44,HILIC,1504,NA,0,0,0,1600,2,9,4.5,0,NA,NA,NA
Fate1,8,C,Smp,Deoxyadenosine,7467757,0.024302369372969552,200605_Smp_GBTFate1MT8-pos_C,Deoxyadenosine_13C-0 15N-0,4.37,6799216,0,278761,HILICPos,0,0,200605,GBTFate1MT8,pos,ok,ok,ok,ok,all ok,6799216,252.109665,3.44,HILIC,16535,6782681,6782681,0.9082621461839211,0.022072922164047718,1600,2,9,4.5,0.005456132053323742,NA,NA,NA
Fate1,8,C,Smp,Deoxyadenosine,7467757,0.024302369372969552,200605_Smp_GBTFate1MT8-pos_C,Deoxyadenosine_13C-0 15N-1,4.39,50390,0,8178,HILICPos,1,0,200605,GBTFate1MT8,pos,ok,ok,ok,ok,all ok,50390,253.106701,3.44,HILIC,0,50390,50390,0.00674767537293996,1.6398449932207698e-4,1600,2,9,4.5,4.053478177242647e-5,NA,NA,NA
Fate1,8,C,Smp,Deoxyadenosine,7467757,0.024302369372969552,200605_Smp_GBTFate1MT8-pos_C,Deoxyadenosine_13C-1 15N-0,4.42,608948,0,29704,HILICPos,0,1,200605,GBTFate1MT8,pos,ok,ok,ok,ok,all ok,608948,253.113019,3.44,HILIC,0,608948,608948,0.08154362816036997,0.0019817033715653926,1600,2,9,4.5,4.898506507393443e-4,NA,NA,NA
Fate1,8,C,Smp,Deoxyadenosine,7467757,0.024302369372969552,200605_Smp_GBTFate1MT8-pos_C,Deoxyadenosine_13C-1 15N-1,4.5,1258,0,1807,HILICPos,1,1,200605,GBTFate1MT8,pos,ok,ok,ok,ok,all ok,1258,254.110055,3.44,HILIC,0,1258,1258,1.6845754354352988e-4,4.0939174468579655e-6,1600,2,9,4.5,1.011961807297331e-6,NA,NA,NA
Fate1,8,C,Smp,Deoxyadenosine,7467757,0.024302369372969552,200605_Smp_GBTFate1MT8-pos_C,Deoxyadenosine_13C-2 15N-0,4.34,24480,0,5341,HILICPos,0,2,200605,GBTFate1MT8,pos,ok,ok,ok,ok,all ok,24480,254.116373,3.44,HILIC,0,24480,24480,0.0032780927392254463,7.966542058750635e-5,1600,2,9,4.5,1.9692229763623736e-5,NA,NA,NA
Fate1,8,C,Smp,Deoxyadenosine,7467757,0.024302369372969552,200605_Smp_GBTFate1MT8-pos_C,Deoxyadenosine_13C-2 15N-1,0.11,NA,0,5615,HILICPos,1,2,200605,GBTFate1MT8,pos,ok,ok,ok,bad RT,something is wrong,5841,255.113409,3.44,HILIC,0,NA,0,0,0,1600,2,9,4.5,0,NA,NA,NA
Fate1,8,C,Smp,Deoxyadenosine,7467757,0.024302369372969552,200605_Smp_GBTFate1MT8-pos_C,Deoxyadenosine_13C-3 15N-1,3.7,NA,0,1622,HILICPos,1,3,200605,GBTFate1MT8,pos,comparable to blank,ok,ok,bad RT,something is wrong,7279,256.116763,3.44,HILIC,5510,NA,0,0,0,1600,2,9,4.5,0,NA,NA,NA
Fate1,8,C,Smp,Deoxyadenosine,7467757,0.024302369372969552,200605_Smp_GBTFate1MT8-pos_C,Deoxyadenosine_13C-4 15N-1,5.45,NA,0,4327,HILICPos,1,4,200605,GBTFate1MT8,pos,comparable to blank,ok,ok,bad RT,something is wrong,2746,257.120117,3.44,HILIC,1504,NA,0,0,0,1600,2,9,4.5,0,NA,NA,NA
Fate1,96,A,Smp,Deoxyadenosine,4633212,0.015434058012596681,200605_Smp_GBTFate1MTlong-pos_A,Deoxyadenosine_13C-0 15N-0,4.31,4115116,0,172652,HILICPos,0,0,200605,GBTFate1MTlong,pos,ok,ok,ok,ok,all ok,4115116,252.109665,3.44,HILIC,16535,4098581,4098581,0.8846089926383683,0.013653106510845288,800,1.9,98,48,0.0035524904084850636,NA,NA,NA
Fate1,96,A,Smp,Deoxyadenosine,4633212,0.015434058012596681,200605_Smp_GBTFate1MTlong-pos_A,Deoxyadenosine_13C-0 15N-1,4.28,37796,0,5148,HILICPos,1,0,200605,GBTFate1MTlong,pos,ok,ok,ok,ok,all ok,37796,253.106701,3.44,HILIC,0,37796,37796,0.00815762369604499,1.2590523736969174e-4,800,1.9,98,48,3.27601009908311e-5,NA,NA,NA
Fate1,96,A,Smp,Deoxyadenosine,4633212,0.015434058012596681,200605_Smp_GBTFate1MTlong-pos_A,Deoxyadenosine_13C-1 15N-0,4.44,452293,0,19129,HILICPos,0,1,200605,GBTFate1MTlong,pos,ok,ok,ok,ok,all ok,452293,253.113019,3.44,HILIC,0,452293,452293,0.09761975061792985,0.00150666889421235,800,1.9,98,48,3.9202995971652994e-4,NA,NA,NA
Fate1,96,A,Smp,Deoxyadenosine,4633212,0.015434058012596681,200605_Smp_GBTFate1MTlong-pos_A,Deoxyadenosine_13C-1 15N-1,4.41,NA,0,2057,HILICPos,1,1,200605,GBTFate1MTlong,pos,ok,bad ppm,ok,ok,something is wrong,1269,254.110055,3.44,HILIC,0,NA,0,0,0,800,1.9,98,48,0,NA,NA,NA
Fate1,96,A,Smp,Deoxyadenosine,4633212,0.015434058012596681,200605_Smp_GBTFate1MTlong-pos_A,Deoxyadenosine_13C-2 15N-0,4.21,44542,0,8081,HILICPos,0,2,200605,GBTFate1MTlong,pos,ok,ok,ok,ok,all ok,44542,254.116373,3.44,HILIC,0,44542,44542,0.009613633047656788,1.483773701693515e-4,800,1.9,98,48,3.860727109571379e-5,NA,NA,NA
Fate1,96,A,Smp,Deoxyadenosine,4633212,0.015434058012596681,200605_Smp_GBTFate1MTlong-pos_A,Deoxyadenosine_13C-2 15N-1,4.52,NA,0,0,HILICPos,1,2,200605,GBTFate1MTlong,pos,NA,NA,too small,ok,something is wrong,0,255.113409,3.44,HILIC,0,NA,0,0,0,800,1.9,98,48,0,NA,NA,NA
Fate1,96,A,Smp,Deoxyadenosine,4633212,0.015434058012596681,200605_Smp_GBTFate1MTlong-pos_A,Deoxyadenosine_13C-3 15N-1,2.7,NA,0,8925,HILICPos,1,3,200605,GBTFate1MTlong,pos,ok,ok,ok,bad RT,something is wrong,11585,256.116763,3.44,HILIC,5510,NA,0,0,0,800,1.9,98,48,0,NA,NA,NA
Fate1,96,A,Smp,Deoxyadenosine,4633212,0.015434058012596681,200605_Smp_GBTFate1MTlong-pos_A,Deoxyadenosine_13C-4 15N-1,2.88,NA,0,2358,HILICPos,1,4,200605,GBTFate1MTlong,pos,comparable to blank,ok,ok,bad RT,something is wrong,1448,257.120117,3.44,HILIC,1504,NA,0,0,0,800,1.9,98,48,0,NA,NA,NA
Fate1,96,B,Smp,Deoxyadenosine,5911026,0.021034738401881005,200605_Smp_GBTFate1MTlong-pos_B,Deoxyadenosine_13C-0 15N-0,4.37,5187551,0,215945,HILICPos,0,0,200605,GBTFate1MTlong,pos,ok,ok,ok,ok,all ok,5187551,252.109665,3.44,HILIC,16535,5171016,5171016,0.8748085357770377,0.018401368701802548,800,1.8,98,48,0.005053969990558777,NA,NA,NA
