Protein Name,Replicate Name,Precursor Ion Name,Retention Time,Area,Background,Height,Fraction1,N.lab,C.lab,runDate,type,SampID,ionization,rep,Timepoint,Experiment,Blk.flag,ppm.flag,size.flag,RT.check,all.flags,rawArea,iso.mz,RT..min.,Column,Blk.Max.Area,Area.less.blk
Sucrose,200605_Smp_GBTFate2MT48-neg_B,Sucrose_13C-3,12.12,NA,0,20319,HILICNeg,0,3,200605,Smp,GBTFate2MT48,neg,B,48,Fate2,NA,ok,ok,ok,NA,18412,NA,NA,NA,NA,NA
Sucrose,200605_Smp_GBTFate2MT48-neg_C,Sucrose_13C-3,8.32,NA,0,26677,HILICNeg,0,3,200605,Smp,GBTFate2MT48,neg,C,48,Fate2,NA,ok,ok,bad RT,something is wrong,20012,NA,NA,NA,NA,NA
Sucrose,200605_Smp_GBTFate2MT5-neg_A,Sucrose_13C-3,7.6,NA,0,14768,HILICNeg,0,3,200605,Smp,GBTFate2MT5,neg,A,5,Fate2,NA,ok,ok,bad RT,something is wrong,15288,NA,NA,NA,NA,NA
Sucrose,200605_Smp_GBTFate2MT5-neg_B,Sucrose_13C-3,13.24,NA,0,34792,HILICNeg,0,3,200605,Smp,GBTFate2MT5,neg,B,5,Fate2,NA,ok,ok,bad RT,something is wrong,21048,NA,NA,NA,NA,NA
Sucrose,200605_Smp_GBTFate2MT5-neg_C,Sucrose_13C-3,12.3,NA,0,27052,HILICNeg,0,3,200605,Smp,GBTFate2MT5,neg,C,5,Fate2,NA,ok,ok,bad RT,something is wrong,23762,NA,NA,NA,NA,NA
Sucrose,200605_Smp_GBTFate2MTlong-neg_A,Sucrose_13C-3,5.39,NA,0,21297,HILICNeg,0,3,200605,Smp,GBTFate2MTlong,neg,A,96,Fate2,NA,ok,ok,bad RT,something is wrong,22670,NA,NA,NA,NA,NA
Sucrose,200605_Smp_GBTFate2MTlong-neg_B,Sucrose_13C-3,NA,NA,NA,NA,HILICNeg,0,3,200605,Smp,GBTFate2MTlong,neg,B,96,Fate2,NA,NA,NA,bad RT,something is wrong,NA,NA,NA,NA,NA,NA
Sucrose,200605_Smp_GBTFate2MTlong-neg_C,Sucrose_13C-3,11.3,NA,0,32967,HILICNeg,0,3,200605,Smp,GBTFate2MTlong,neg,C,96,Fate2,NA,ok,ok,bad RT,something is wrong,22114,NA,NA,NA,NA,NA
Sucrose,200605_Std_4uMStdsMix1InH2O_1,Sucrose_13C-3,NA,NA,NA,NA,HILICNeg,0,3,200605,Std,4uMStdsMix1InH2O,1,NA,NA,StdsM,NA,NA,NA,bad RT,something is wrong,NA,NA,NA,NA,NA,NA
Sucrose,200605_Std_4uMStdsMix1InH2O_2,Sucrose_13C-3,NA,NA,NA,NA,HILICNeg,0,3,200605,Std,4uMStdsMix1InH2O,2,NA,NA,StdsM,NA,NA,NA,bad RT,something is wrong,NA,NA,NA,NA,NA,NA
Sucrose,200605_Std_4uMStdsMix1InMatrix_1,Sucrose_13C-3,NA,NA,NA,NA,HILICNeg,0,3,200605,Std,4uMStdsMix1InMatrix,1,NA,NA,StdsM,NA,NA,NA,bad RT,something is wrong,NA,NA,NA,NA,NA,NA
Sucrose,200605_Std_4uMStdsMix1InMatrix_2,Sucrose_13C-3,5.9,NA,0,40332,HILICNeg,0,3,200605,Std,4uMStdsMix1InMatrix,2,NA,NA,StdsM,NA,ok,ok,bad RT,something is wrong,52742,NA,NA,NA,NA,NA
Sucrose,200605_Std_4uMStdsMix2InH2O_1,Sucrose_13C-3,2.93,NA,0,49913,HILICNeg,0,3,200605,Std,4uMStdsMix2InH2O,1,NA,NA,StdsM,NA,ok,ok,bad RT,something is wrong,54211,NA,NA,NA,NA,NA
Sucrose,200605_Std_4uMStdsMix2InH2O_2,Sucrose_13C-3,8.71,NA,0,41943,HILICNeg,0,3,200605,Std,4uMStdsMix2InH2O,2,NA,NA,StdsM,NA,ok,ok,bad RT,something is wrong,48896,NA,NA,NA,NA,NA
Sucrose,200605_Std_4uMStdsMix2InMatrix_1,Sucrose_13C-3,14.96,NA,0,65115,HILICNeg,0,3,200605,Std,4uMStdsMix2InMatrix,1,NA,NA,StdsM,NA,bad ppm,ok,bad RT,something is wrong,65009,NA,NA,NA,NA,NA
Sucrose,200605_Std_4uMStdsMix2InMatrix_2,Sucrose_13C-3,NA,NA,NA,NA,HILICNeg,0,3,200605,Std,4uMStdsMix2InMatrix,2,NA,NA,StdsM,NA,NA,NA,bad RT,something is wrong,NA,NA,NA,NA,NA,NA
Sucrose,200605_Std_H2OinMatrix_1,Sucrose_13C-3,4.87,NA,0,55709,HILICNeg,0,3,200605,Std,H2OinMatrix,1,NA,NA,inMat,NA,ok,ok,bad RT,something is wrong,54424,NA,NA,NA,NA,NA
Sucrose,200605_Std_H2OinMatrix_2,Sucrose_13C-3,NA,NA,NA,NA,HILICNeg,0,3,200605,Std,H2OinMatrix,2,NA,NA,inMat,NA,NA,NA,bad RT,something is wrong,NA,NA,NA,NA,NA,NA
Sucrose,200605_Blk_GBTFate1MBlk_B_20200607110426,Sucrose_13C-3,15.44,NA,0,21803,HILICNeg,0,3,200605,Blk,GBTFate1MBlk,B,20200607110426,NA,Fate1,NA,ok,ok,bad RT,something is wrong,20472,NA,NA,NA,NA,NA
Sucrose,200605_Blk_GBTFate1MBlk-neg_A,Sucrose_13C-3,13.89,NA,0,43201,HILICNeg,0,3,200605,Blk,GBTFate1MBlk,neg,A,NA,Fate1,NA,ok,ok,bad RT,something is wrong,34973,NA,NA,NA,NA,NA
Sucrose,200605_Poo_TruePooGBT_Full1,Sucrose_13C-4,6.42,NA,0,46271,HILICNeg,0,4,200605,Poo,TruePooGBT,Full1,NA,NA,ePooG,comparable to blank,ok,ok,bad RT,something is wrong,54173,345.121806,11.93,HILIC,68252,NA
Sucrose,200605_Poo_TruePooGBT_Full2,Sucrose_13C-4,NA,NA,NA,NA,HILICNeg,0,4,200605,Poo,TruePooGBT,Full2,NA,NA,ePooG,NA,NA,NA,bad RT,something is wrong,NA,345.121806,11.93,HILIC,68252,NA
Sucrose,200605_Poo_TruePooGBT_Full3,Sucrose_13C-4,17.58,NA,0,39122,HILICNeg,0,4,200605,Poo,TruePooGBT,Full3,NA,NA,ePooG,comparable to blank,ok,ok,bad RT,something is wrong,60288,345.121806,11.93,HILIC,68252,NA
Sucrose,200605_Poo_TruePooGBT_Full4,Sucrose_13C-4,NA,NA,NA,NA,HILICNeg,0,4,200605,Poo,TruePooGBT,Full4,NA,NA,ePooG,NA,NA,NA,bad RT,something is wrong,NA,345.121806,11.93,HILIC,68252,NA
Sucrose,200605_Poo_TruePooGBT_Full5,Sucrose_13C-4,8.56,NA,0,28862,HILICNeg,0,4,200605,Poo,TruePooGBT,Full5,NA,NA,ePooG,comparable to blank,ok,ok,bad RT,something is wrong,29367,345.121806,11.93,HILIC,68252,NA
Sucrose,200605_Poo_TruePooGBT_Full6neg,Sucrose_13C-4,10.57,NA,0,25942,HILICNeg,0,4,200605,Poo,TruePooGBT,Full6neg,NA,NA,ePooG,comparable to blank,bad ppm,ok,bad RT,something is wrong,16088,345.121806,11.93,HILIC,68252,NA
Sucrose,200605_Poo_TruePooGBT_Half1,Sucrose_13C-4,NA,NA,NA,NA,HILICNeg,0,4,200605,Poo,TruePooGBT,Half1,NA,NA,ePooG,NA,NA,NA,bad RT,something is wrong,NA,345.121806,11.93,HILIC,68252,NA
Sucrose,200605_Poo_TruePooGBT_Half2,Sucrose_13C-4,NA,NA,NA,NA,HILICNeg,0,4,200605,Poo,TruePooGBT,Half2,NA,NA,ePooG,NA,NA,NA,bad RT,something is wrong,NA,345.121806,11.93,HILIC,68252,NA
Sucrose,200605_Poo_TruePooGBT_Half3,Sucrose_13C-4,13.25,NA,0,68517,HILICNeg,0,4,200605,Poo,TruePooGBT,Half3,NA,NA,ePooG,comparable to blank,bad ppm,ok,bad RT,something is wrong,65286,345.121806,11.93,HILIC,68252,NA
Sucrose,200605_Poo_TruePooGBT_Half4,Sucrose_13C-4,18.87,NA,0,46444,HILICNeg,0,4,200605,Poo,TruePooGBT,Half4,NA,NA,ePooG,comparable to blank,ok,ok,bad RT,something is wrong,49806,345.121806,11.93,HILIC,68252,NA
Sucrose,200605_Poo_TruePooGBT_Half5,Sucrose_13C-4,NA,NA,NA,NA,HILICNeg,0,4,200605,Poo,TruePooGBT,Half5,NA,NA,ePooG,NA,NA,NA,bad RT,something is wrong,NA,345.121806,11.93,HILIC,68252,NA
Sucrose,200605_Poo_TruePooGBT_Half6neg,Sucrose_13C-4,16.78,NA,0,18313,HILICNeg,0,4,200605,Poo,TruePooGBT,Half6neg,NA,NA,ePooG,comparable to blank,ok,ok,bad RT,something is wrong,19917,345.121806,11.93,HILIC,68252,NA
Sucrose,200605_Poo_QC2_1,Sucrose_13C-4,NA,NA,NA,NA,HILICNeg,0,4,200605,Poo,QC2,1,NA,NA,,NA,NA,NA,bad RT,something is wrong,NA,345.121806,11.93,HILIC,68252,NA
Sucrose,200605_Poo_QC2_2,Sucrose_13C-4,NA,NA,NA,NA,HILICNeg,0,4,200605,Poo,QC2,2,NA,NA,,NA,NA,NA,bad RT,something is wrong,NA,345.121806,11.93,HILIC,68252,NA
Sucrose,200605_Poo_QC2_3,Sucrose_13C-4,NA,NA,NA,NA,HILICNeg,0,4,200605,Poo,QC2,3,NA,NA,,NA,NA,NA,bad RT,something is wrong,NA,345.121806,11.93,HILIC,68252,NA
Sucrose,200605_Poo_QC2_4,Sucrose_13C-4,7.35,NA,0,63435,HILICNeg,0,4,200605,Poo,QC2,4,NA,NA,,comparable to blank,bad ppm,ok,bad RT,something is wrong,64952,345.121806,11.93,HILIC,68252,NA
Sucrose,200605_Poo_QC2_5,Sucrose_13C-4,NA,NA,NA,NA,HILICNeg,0,4,200605,Poo,QC2,5,NA,NA,,NA,NA,NA,bad RT,something is wrong,NA,345.121806,11.93,HILIC,68252,NA
Sucrose,200605_Blk_GBTFate1MBlk-IS_A,Sucrose_13C-4,11.21,NA,0,61615,HILICNeg,0,4,200605,Blk,GBTFate1MBlk,IS,A,NA,Fate1,comparable to blank,ok,ok,bad RT,something is wrong,68252,345.121806,11.93,HILIC,68252,NA
Sucrose,200605_Blk_GBTFate1MBlk-IS_B,Sucrose_13C-4,NA,NA,NA,NA,HILICNeg,0,4,200605,Blk,GBTFate1MBlk,IS,B,NA,Fate1,NA,NA,NA,bad RT,something is wrong,NA,345.121806,11.93,HILIC,68252,NA
Sucrose,200605_Smp_GBTFate1MT0-IS_A,Sucrose_13C-4,NA,NA,NA,NA,HILICNeg,0,4,200605,Smp,GBTFate1MT0,IS,A,0,Fate1,NA,NA,NA,bad RT,something is wrong,NA,345.121806,11.93,HILIC,68252,NA
Sucrose,200605_Smp_GBTFate1MT0-IS_B,Sucrose_13C-4,NA,NA,NA,NA,HILICNeg,0,4,200605,Smp,GBTFate1MT0,IS,B,0,Fate1,NA,NA,NA,bad RT,something is wrong,NA,345.121806,11.93,HILIC,68252,NA
Sucrose,200605_Smp_GBTFate1MT0-IS_C,Sucrose_13C-4,16.93,NA,0,61279,HILICNeg,0,4,200605,Smp,GBTFate1MT0,IS,C,0,Fate1,comparable to blank,ok,ok,bad RT,something is wrong,88028,345.121806,11.93,HILIC,68252,NA
Sucrose,200605_Smp_GBTFate1MT12-IS_A,Sucrose_13C-4,NA,NA,NA,NA,HILICNeg,0,4,200605,Smp,GBTFate1MT12,IS,A,12,Fate1,NA,NA,NA,bad RT,something is wrong,NA,345.121806,11.93,HILIC,68252,NA
Sucrose,200605_Smp_GBTFate1MT12-IS_B,Sucrose_13C-4,NA,NA,NA,NA,HILICNeg,0,4,200605,Smp,GBTFate1MT12,IS,B,12,Fate1,NA,NA,NA,bad RT,something is wrong,NA,345.121806,11.93,HILIC,68252,NA
Sucrose,200605_Smp_GBTFate1MT12-IS_C,Sucrose_13C-4,NA,NA,NA,NA,HILICNeg,0,4,200605,Smp,GBTFate1MT12,IS,C,12,Fate1,NA,NA,NA,bad RT,something is wrong,NA,345.121806,11.93,HILIC,68252,NA
Sucrose,200605_Smp_GBTFate1MT36-IS_A,Sucrose_13C-4,8.88,NA,0,32185,HILICNeg,0,4,200605,Smp,GBTFate1MT36,IS,A,36,Fate1,comparable to blank,ok,ok,bad RT,something is wrong,46468,345.121806,11.93,HILIC,68252,NA
Sucrose,200605_Smp_GBTFate1MT36-IS_B,Sucrose_13C-4,13.72,NA,0,53710,HILICNeg,0,4,200605,Smp,GBTFate1MT36,IS,B,36,Fate1,comparable to blank,bad ppm,ok,bad RT,something is wrong,59080,345.121806,11.93,HILIC,68252,NA
Sucrose,200605_Smp_GBTFate1MT36-IS_C,Sucrose_13C-4,NA,NA,NA,NA,HILICNeg,0,4,200605,Smp,GBTFate1MT36,IS,C,36,Fate1,NA,NA,NA,bad RT,something is wrong,NA,345.121806,11.93,HILIC,68252,NA
Sucrose,200605_Smp_GBTFate1MT4-IS_A,Sucrose_13C-4,NA,NA,NA,NA,HILICNeg,0,4,200605,Smp,GBTFate1MT4,IS,A,4,Fate1,NA,NA,NA,bad RT,something is wrong,NA,345.121806,11.93,HILIC,68252,NA
Sucrose,200605_Smp_GBTFate1MT4-IS_B,Sucrose_13C-4,NA,NA,NA,NA,HILICNeg,0,4,200605,Smp,GBTFate1MT4,IS,B,4,Fate1,NA,NA,NA,bad RT,something is wrong,NA,345.121806,11.93,HILIC,68252,NA
Sucrose,200605_Smp_GBTFate1MT4-IS_C,Sucrose_13C-4,NA,NA,NA,NA,HILICNeg,0,4,200605,Smp,GBTFate1MT4,IS,C,4,Fate1,NA,NA,NA,bad RT,something is wrong,NA,345.121806,11.93,HILIC,68252,NA
Sucrose,200605_Smp_GBTFate1MT50-IS_A,Sucrose_13C-4,NA,NA,NA,NA,HILICNeg,0,4,200605,Smp,GBTFate1MT50,IS,A,50,Fate1,NA,NA,NA,bad RT,something is wrong,NA,345.121806,11.93,HILIC,68252,NA
Sucrose,200605_Smp_GBTFate1MT50-IS_B,Sucrose_13C-4,NA,NA,NA,NA,HILICNeg,0,4,200605,Smp,GBTFate1MT50,IS,B,50,Fate1,NA,NA,NA,bad RT,something is wrong,NA,345.121806,11.93,HILIC,68252,NA
Sucrose,200605_Smp_GBTFate1MT50-IS_C,Sucrose_13C-4,NA,NA,NA,NA,HILICNeg,0,4,200605,Smp,GBTFate1MT50,IS,C,50,Fate1,NA,NA,NA,bad RT,something is wrong,NA,345.121806,11.93,HILIC,68252,NA
Sucrose,200605_Smp_GBTFate1MT8-IS_A,Sucrose_13C-4,20.26,NA,0,36364,HILICNeg,0,4,200605,Smp,GBTFate1MT8,IS,A,8,Fate1,comparable to blank,ok,ok,bad RT,something is wrong,65344,345.121806,11.93,HILIC,68252,NA
Sucrose,200605_Smp_GBTFate1MT8-IS_B,Sucrose_13C-4,NA,NA,NA,NA,HILICNeg,0,4,200605,Smp,GBTFate1MT8,IS,B,8,Fate1,NA,NA,NA,bad RT,something is wrong,NA,345.121806,11.93,HILIC,68252,NA
Sucrose,200605_Smp_GBTFate1MT8-IS_C,Sucrose_13C-4,NA,NA,NA,NA,HILICNeg,0,4,200605,Smp,GBTFate1MT8,IS,C,8,Fate1,NA,NA,NA,bad RT,something is wrong,NA,345.121806,11.93,HILIC,68252,NA
Sucrose,200605_Smp_GBTFate1MTlong-IS_A,Sucrose_13C-4,NA,NA,NA,NA,HILICNeg,0,4,200605,Smp,GBTFate1MTlong,IS,A,96,Fate1,NA,NA,NA,bad RT,something is wrong,NA,345.121806,11.93,HILIC,68252,NA
Sucrose,200605_Smp_GBTFate1MTlong-IS_B,Sucrose_13C-4,NA,NA,NA,NA,HILICNeg,0,4,200605,Smp,GBTFate1MTlong,IS,B,96,Fate1,NA,NA,NA,bad RT,something is wrong,NA,345.121806,11.93,HILIC,68252,NA
Sucrose,200605_Smp_GBTFate1MTlong-IS_C,Sucrose_13C-4,NA,NA,NA,NA,HILICNeg,0,4,200605,Smp,GBTFate1MTlong,IS,C,96,Fate1,NA,NA,NA,bad RT,something is wrong,NA,345.121806,11.93,HILIC,68252,NA
Sucrose,200605_Smp_GBTFate2MT0-IS_A,Sucrose_13C-4,NA,NA,NA,NA,HILICNeg,0,4,200605,Smp,GBTFate2MT0,IS,A,0,Fate2,NA,NA,NA,bad RT,something is wrong,NA,345.121806,11.93,HILIC,68252,NA
Sucrose,200605_Smp_GBTFate2MT0-IS_B,Sucrose_13C-4,NA,NA,NA,NA,HILICNeg,0,4,200605,Smp,GBTFate2MT0,IS,B,0,Fate2,NA,NA,NA,bad RT,something is wrong,NA,345.121806,11.93,HILIC,68252,NA
Sucrose,200605_Smp_GBTFate2MT0-IS_C,Sucrose_13C-4,NA,NA,NA,NA,HILICNeg,0,4,200605,Smp,GBTFate2MT0,IS,C,0,Fate2,NA,NA,NA,bad RT,something is wrong,NA,345.121806,11.93,HILIC,68252,NA
Sucrose,200605_Smp_GBTFate2MT12-IS_A,Sucrose_13C-4,NA,NA,NA,NA,HILICNeg,0,4,200605,Smp,GBTFate2MT12,IS,A,12,Fate2,NA,NA,NA,bad RT,something is wrong,NA,345.121806,11.93,HILIC,68252,NA
Sucrose,200605_Smp_GBTFate2MT12-IS_B,Sucrose_13C-4,1.29,NA,0,43000,HILICNeg,0,4,200605,Smp,GBTFate2MT12,IS,B,12,Fate2,comparable to blank,ok,ok,bad RT,something is wrong,66352,345.121806,11.93,HILIC,68252,NA
Sucrose,200605_Smp_GBTFate2MT12-IS_C,Sucrose_13C-4,NA,NA,NA,NA,HILICNeg,0,4,200605,Smp,GBTFate2MT12,IS,C,12,Fate2,NA,NA,NA,bad RT,something is wrong,NA,345.121806,11.93,HILIC,68252,NA
Sucrose,200605_Smp_GBTFate2MT24-IS_A,Sucrose_13C-4,NA,NA,NA,NA,HILICNeg,0,4,200605,Smp,GBTFate2MT24,IS,A,24,Fate2,NA,NA,NA,bad RT,something is wrong,NA,345.121806,11.93,HILIC,68252,NA
Sucrose,200605_Smp_GBTFate2MT24-IS_B,Sucrose_13C-4,NA,NA,NA,NA,HILICNeg,0,4,200605,Smp,GBTFate2MT24,IS,B,24,Fate2,NA,NA,NA,bad RT,something is wrong,NA,345.121806,11.93,HILIC,68252,NA
Sucrose,200605_Smp_GBTFate2MT24-IS_C,Sucrose_13C-4,NA,NA,NA,NA,HILICNeg,0,4,200605,Smp,GBTFate2MT24,IS,C,24,Fate2,NA,NA,NA,bad RT,something is wrong,NA,345.121806,11.93,HILIC,68252,NA
Sucrose,200605_Smp_GBTFate2MT48-IS_A,Sucrose_13C-4,16.64,NA,0,53071,HILICNeg,0,4,200605,Smp,GBTFate2MT48,IS,A,48,Fate2,comparable to blank,ok,ok,bad RT,something is wrong,60539,345.121806,11.93,HILIC,68252,NA
Sucrose,200605_Smp_GBTFate2MT48-IS_B,Sucrose_13C-4,NA,NA,NA,NA,HILICNeg,0,4,200605,Smp,GBTFate2MT48,IS,B,48,Fate2,NA,NA,NA,bad RT,something is wrong,NA,345.121806,11.93,HILIC,68252,NA
Sucrose,200605_Smp_GBTFate2MT48-IS_C,Sucrose_13C-4,NA,NA,NA,NA,HILICNeg,0,4,200605,Smp,GBTFate2MT48,IS,C,48,Fate2,NA,NA,NA,bad RT,something is wrong,NA,345.121806,11.93,HILIC,68252,NA
Sucrose,200605_Smp_GBTFate2MT5-IS_A,Sucrose_13C-4,11.57,NA,0,55823,HILICNeg,0,4,200605,Smp,GBTFate2MT5,IS,A,5,Fate2,comparable to blank,ok,ok,bad RT,something is wrong,59928,345.121806,11.93,HILIC,68252,NA
Sucrose,200605_Smp_GBTFate2MT5-IS_B,Sucrose_13C-4,15.01,NA,0,43925,HILICNeg,0,4,200605,Smp,GBTFate2MT5,IS,B,5,Fate2,comparable to blank,ok,ok,bad RT,something is wrong,65456,345.121806,11.93,HILIC,68252,NA
Sucrose,200605_Smp_GBTFate2MT5-IS_C,Sucrose_13C-4,NA,NA,NA,NA,HILICNeg,0,4,200605,Smp,GBTFate2MT5,IS,C,5,Fate2,NA,NA,NA,bad RT,something is wrong,NA,345.121806,11.93,HILIC,68252,NA
Sucrose,200605_Smp_GBTFate2MTlong-IS_A,Sucrose_13C-4,17.1,NA,0,58229,HILICNeg,0,4,200605,Smp,GBTFate2MTlong,IS,A,96,Fate2,comparable to blank,ok,ok,bad RT,something is wrong,62471,345.121806,11.93,HILIC,68252,NA
Sucrose,200605_Smp_GBTFate2MTlong-IS_B,Sucrose_13C-4,11.48,NA,0,58343,HILICNeg,0,4,200605,Smp,GBTFate2MTlong,IS,B,96,Fate2,comparable to blank,ok,ok,bad RT,something is wrong,67614,345.121806,11.93,HILIC,68252,NA
Sucrose,200605_Smp_GBTFate2MTlong-IS_C,Sucrose_13C-4,NA,NA,NA,NA,HILICNeg,0,4,200605,Smp,GBTFate2MTlong,IS,C,96,Fate2,NA,NA,NA,bad RT,something is wrong,NA,345.121806,11.93,HILIC,68252,NA
Sucrose,200605_Smp_GBTFate1MT0-neg_A,Sucrose_13C-4,9.07,NA,0,9706,HILICNeg,0,4,200605,Smp,GBTFate1MT0,neg,A,0,Fate1,comparable to blank,ok,ok,bad RT,something is wrong,8591,345.121806,11.93,HILIC,68252,NA
Sucrose,200605_Smp_GBTFate1MT0-neg_B,Sucrose_13C-4,0.8,NA,0,24595,HILICNeg,0,4,200605,Smp,GBTFate1MT0,neg,B,0,Fate1,comparable to blank,ok,ok,bad RT,something is wrong,22120,345.121806,11.93,HILIC,68252,NA
Sucrose,200605_Smp_GBTFate1MT0-neg_C,Sucrose_13C-4,12.68,NA,0,30377,HILICNeg,0,4,200605,Smp,GBTFate1MT0,neg,C,0,Fate1,comparable to blank,bad ppm,ok,bad RT,something is wrong,18186,345.121806,11.93,HILIC,68252,NA
Sucrose,200605_Smp_GBTFate1MT12-neg_A,Sucrose_13C-4,21.57,NA,0,9174,HILICNeg,0,4,200605,Smp,GBTFate1MT12,neg,A,12,Fate1,comparable to blank,ok,ok,bad RT,something is wrong,8310,345.121806,11.93,HILIC,68252,NA
Sucrose,200605_Smp_GBTFate1MT12-neg_B,Sucrose_13C-4,6.48,NA,0,23322,HILICNeg,0,4,200605,Smp,GBTFate1MT12,neg,B,12,Fate1,comparable to blank,ok,ok,bad RT,something is wrong,20274,345.121806,11.93,HILIC,68252,NA
Sucrose,200605_Smp_GBTFate1MT12-neg_C,Sucrose_13C-4,12.91,NA,0,16592,HILICNeg,0,4,200605,Smp,GBTFate1MT12,neg,C,12,Fate1,comparable to blank,ok,ok,bad RT,something is wrong,16823,345.121806,11.93,HILIC,68252,NA
Sucrose,200605_Smp_GBTFate1MT36-neg_A,Sucrose_13C-4,13.32,NA,0,25898,HILICNeg,0,4,200605,Smp,GBTFate1MT36,neg,A,36,Fate1,comparable to blank,ok,ok,bad RT,something is wrong,17825,345.121806,11.93,HILIC,68252,NA
Sucrose,200605_Smp_GBTFate1MT36-neg_B,Sucrose_13C-4,21.33,NA,0,22878,HILICNeg,0,4,200605,Smp,GBTFate1MT36,neg,B,36,Fate1,comparable to blank,ok,ok,bad RT,something is wrong,16706,345.121806,11.93,HILIC,68252,NA
Sucrose,200605_Smp_GBTFate1MT36-neg_C,Sucrose_13C-4,15.65,NA,0,28766,HILICNeg,0,4,200605,Smp,GBTFate1MT36,neg,C,36,Fate1,comparable to blank,ok,ok,bad RT,something is wrong,21335,345.121806,11.93,HILIC,68252,NA
Sucrose,200605_Smp_GBTFate1MT4-neg_A,Sucrose_13C-4,10.61,NA,0,25670,HILICNeg,0,4,200605,Smp,GBTFate1MT4,neg,A,4,Fate1,comparable to blank,ok,ok,bad RT,something is wrong,19343,345.121806,11.93,HILIC,68252,NA
Sucrose,200605_Smp_GBTFate1MT4-neg_B,Sucrose_13C-4,13.29,NA,0,26155,HILICNeg,0,4,200605,Smp,GBTFate1MT4,neg,B,4,Fate1,comparable to blank,ok,ok,bad RT,something is wrong,23763,345.121806,11.93,HILIC,68252,NA
Sucrose,200605_Smp_GBTFate1MT4-neg_C,Sucrose_13C-4,18.06,NA,0,18129,HILICNeg,0,4,200605,Smp,GBTFate1MT4,neg,C,4,Fate1,comparable to blank,ok,ok,bad RT,something is wrong,16418,345.121806,11.93,HILIC,68252,NA
Sucrose,200605_Smp_GBTFate1MT50-neg_A,Sucrose_13C-4,10.46,NA,0,29852,HILICNeg,0,4,200605,Smp,GBTFate1MT50,neg,A,50,Fate1,comparable to blank,ok,ok,bad RT,something is wrong,18655,345.121806,11.93,HILIC,68252,NA
Sucrose,200605_Smp_GBTFate1MT50-neg_B,Sucrose_13C-4,8.46,NA,0,23679,HILICNeg,0,4,200605,Smp,GBTFate1MT50,neg,B,50,Fate1,comparable to blank,ok,ok,bad RT,something is wrong,17298,345.121806,11.93,HILIC,68252,NA
Sucrose,200605_Smp_GBTFate1MT50-neg_C,Sucrose_13C-4,6.94,NA,0,28790,HILICNeg,0,4,200605,Smp,GBTFate1MT50,neg,C,50,Fate1,comparable to blank,bad ppm,ok,bad RT,something is wrong,17641,345.121806,11.93,HILIC,68252,NA
Sucrose,200605_Smp_GBTFate1MT8-neg_A,Sucrose_13C-4,10.82,NA,0,27454,HILICNeg,0,4,200605,Smp,GBTFate1MT8,neg,A,8,Fate1,comparable to blank,ok,ok,bad RT,something is wrong,20856,345.121806,11.93,HILIC,68252,NA
Sucrose,200605_Smp_GBTFate1MT8-neg_B,Sucrose_13C-4,9.25,NA,0,21104,HILICNeg,0,4,200605,Smp,GBTFate1MT8,neg,B,8,Fate1,comparable to blank,ok,ok,bad RT,something is wrong,12494,345.121806,11.93,HILIC,68252,NA
Sucrose,200605_Smp_GBTFate1MT8-neg_C,Sucrose_13C-4,NA,NA,NA,NA,HILICNeg,0,4,200605,Smp,GBTFate1MT8,neg,C,8,Fate1,NA,NA,NA,bad RT,something is wrong,NA,345.121806,11.93,HILIC,68252,NA
Sucrose,200605_Smp_GBTFate1MTlong-neg_A,Sucrose_13C-4,11.19,NA,0,29850,HILICNeg,0,4,200605,Smp,GBTFate1MTlong,neg,A,96,Fate1,comparable to blank,ok,ok,bad RT,something is wrong,18090,345.121806,11.93,HILIC,68252,NA
Sucrose,200605_Smp_GBTFate1MTlong-neg_B,Sucrose_13C-4,8.19,NA,0,40529,HILICNeg,0,4,200605,Smp,GBTFate1MTlong,neg,B,96,Fate1,comparable to blank,ok,ok,bad RT,something is wrong,23079,345.121806,11.93,HILIC,68252,NA
Sucrose,200605_Smp_GBTFate1MTlong-neg_C,Sucrose_13C-4,15.03,NA,0,19900,HILICNeg,0,4,200605,Smp,GBTFate1MTlong,neg,C,96,Fate1,comparable to blank,ok,ok,bad RT,something is wrong,21954,345.121806,11.93,HILIC,68252,NA
Sucrose,200605_Smp_GBTFate2MT0-neg_A,Sucrose_13C-4,5.24,NA,0,35029,HILICNeg,0,4,200605,Smp,GBTFate2MT0,neg,A,0,Fate2,comparable to blank,ok,ok,bad RT,something is wrong,22423,345.121806,11.93,HILIC,68252,NA
Sucrose,200605_Smp_GBTFate2MT0-neg_B,Sucrose_13C-4,18.94,NA,0,22881,HILICNeg,0,4,200605,Smp,GBTFate2MT0,neg,B,0,Fate2,comparable to blank,bad ppm,ok,bad RT,something is wrong,17498,345.121806,11.93,HILIC,68252,NA
Sucrose,200605_Smp_GBTFate2MT0-neg_C,Sucrose_13C-4,19.65,NA,0,31046,HILICNeg,0,4,200605,Smp,GBTFate2MT0,neg,C,0,Fate2,comparable to blank,ok,ok,bad RT,something is wrong,21675,345.121806,11.93,HILIC,68252,NA
