Protein Name,Replicate Name,Precursor Ion Name,Retention Time,Area,Background,Height,Fraction1,N.lab,C.lab,runDate,type,SampID,ionization,rep,Timepoint,Experiment,Blk.flag,ppm.flag,size.flag,RT.check,all.flags,rawArea,iso.mz,RT..min.,Column,Blk.Max.Area,Area.less.blk,Area.filled.w.background,all.area,MID,Time of day,Vol Filtered (L),Incubation time (hr),Time since last sample (hr),total.GBT.nM.in.sample,total.GBT.nM.in.sample.sd,GBT.nM,GBT.nM.sd
Glycine betaine,200605_Smp_GBTFate1MT4-pos_C,Glycine betaine_13C-1 15N-1,7.95,105519,0,14261,HILICPos,1,1,200605,Smp,GBTFate1MT4,pos,C,4,Fate1,ok,ok,ok,ok,all ok,105519,120.087194,7.86,HILIC,1074,104445,104445,2487934877,4.198060044318435e-5,1200,2,4.5,4.25,0.8503859534363009,0.03896926638154336,3.569971293370572e-5,1.6359532015275883e-6
Glycine betaine,200605_Smp_GBTFate1MT50-pos_A,Glycine betaine_13C-1 15N-1,7.99,144415,0,35149,HILICPos,1,1,200605,Smp,GBTFate1MT50,pos,A,50,Fate1,ok,ok,ok,ok,all ok,144415,120.087194,7.86,HILIC,1074,143341,143341,9019146847,1.5892966644364914e-5,900,2,50,14,2.8746007932837676,0.13172969708802001,4.568593452352384e-5,2.093575681892196e-6
Glycine betaine,200605_Smp_GBTFate1MT50-pos_B,Glycine betaine_13C-1 15N-1,8.05,95018,0,19259,HILICPos,1,1,200605,Smp,GBTFate1MT50,pos,B,50,Fate1,ok,ok,ok,ok,all ok,95018,120.087194,7.86,HILIC,1074,93944,93944,6508570849,1.443389066194676e-5,900,2,50,14,2.1730518774890673,0.09958094572540185,3.1365593202415325e-5,1.437340482613705e-6
Glycine betaine,200605_Smp_GBTFate1MT50-pos_C,Glycine betaine_13C-1 15N-1,7.91,108799,0,28279,HILICPos,1,1,200605,Smp,GBTFate1MT50,pos,C,50,Fate1,ok,ok,ok,ok,all ok,108799,120.087194,7.86,HILIC,1074,107725,107725,9397733538,1.1462870229764542e-5,900,2,50,14,2.7974322586842186,0.12819341903811637,3.2066602957854314e-5,1.4694645267437554e-6
Glycine betaine,200605_Smp_GBTFate1MT8-pos_A,Glycine betaine_13C-1 15N-1,7.96,37943,0,9510,HILICPos,1,1,200605,Smp,GBTFate1MT8,pos,A,8,Fate1,ok,ok,ok,ok,all ok,37943,120.087194,7.86,HILIC,1074,36869,36869,2521587362,1.4621345488802461e-5,1600,2,9,4.5,0.8143415700600675,0.03731751852320797,1.1906769441742081e-5,5.456323311126092e-7
Glycine betaine,200605_Smp_GBTFate1MT8-pos_B,Glycine betaine_13C-1 15N-1,8.02,76417,0,23636,HILICPos,1,1,200605,Smp,GBTFate1MT8,pos,B,8,Fate1,ok,ok,ok,ok,all ok,76417,120.087194,7.86,HILIC,1074,75343,75343,3453940543,2.181363548735529e-5,1600,2,9,4.5,1.1177663241327487,0.051222075648631266,2.43825471546728e-5,1.1173396871049802e-6
Glycine betaine,200605_Smp_GBTFate1MT8-pos_C,Glycine betaine_13C-1 15N-1,8.04,105582,0,17466,HILICPos,1,1,200605,Smp,GBTFate1MT8,pos,C,8,Fate1,ok,ok,ok,ok,all ok,105582,120.087194,7.86,HILIC,1074,104508,104508,4061483873,2.573148220401662e-5,1600,2,9,4.5,1.3297617354890288,0.06093684765706445,3.42167404323182e-5,1.5679954110566257e-6
Glycine betaine,200605_Smp_GBTFate1MTlong-pos_A,Glycine betaine_13C-1 15N-1,7.93,91008,0,31151,HILICPos,1,1,200605,Smp,GBTFate1MTlong,pos,A,96,Fate1,ok,ok,ok,ok,all ok,91008,120.087194,7.86,HILIC,1074,89934,89934,9850634590,9.129767141225366e-6,800,1.9,98,48,3.2138423514111882,0.14727557316103954,2.934163229699233e-5,1.344591688550791e-6
Glycine betaine,200605_Smp_GBTFate1MTlong-pos_B,Glycine betaine_13C-1 15N-1,8.01,148543,0,35501,HILICPos,1,1,200605,Smp,GBTFate1MTlong,pos,B,96,Fate1,ok,ok,ok,ok,all ok,148543,120.087194,7.86,HILIC,1074,147469,147469,10695325516,1.3788173139694462e-5,800,1.8,98,48,3.9961915849558793,0.18312703044605574,5.5100181472761695e-5,2.5249872023483155e-6
Glycine betaine,200605_Smp_GBTFate1MTlong-pos_C,Glycine betaine_13C-1 15N-1,8.11,210560,0,34585,HILICPos,1,1,200605,Smp,GBTFate1MTlong,pos,C,96,Fate1,ok,ok,ok,ok,all ok,210560,120.087194,7.86,HILIC,1074,209486,209486,14009136281,1.495352716955984e-5,800,2,98,48,4.5695424208749476,0.20940105504009482,6.833077674300977e-5,3.1312843658765537e-6
Glycine betaine,200605_Smp_GBTFate2MT0-pos_A,Glycine betaine_13C-1 15N-1,8.01,143268,0,21045,HILICPos,1,1,200605,Smp,GBTFate2MT0,pos,A,0,Fate2,ok,ok,ok,ok,all ok,143268,120.087194,7.86,HILIC,1074,142194,142194,1896092748,7.499316694818137e-5,700,2,0.3,0,0.6581653957833515,0.030160684719396123,4.935790740549675e-5,2.261845264433136e-6
Glycine betaine,200605_Smp_GBTFate2MT0-pos_B,Glycine betaine_13C-1 15N-1,8,152018,0,20516,HILICPos,1,1,200605,Smp,GBTFate2MT0,pos,B,0,Fate2,ok,ok,ok,ok,all ok,152018,120.087194,7.86,HILIC,1074,150944,150944,1949568457,7.742431380546285e-5,700,2,0.3,0,0.6843021363424275,0.03135841100012333,5.2981623341924735e-5,2.427903453714227e-6
Glycine betaine,200605_Smp_GBTFate2MT0-pos_C,Glycine betaine_13C-1 15N-1,7.94,82764,0,11162,HILICPos,1,1,200605,Smp,GBTFate2MT0,pos,C,0,Fate2,ok,ok,ok,ok,all ok,82764,120.087194,7.86,HILIC,1074,81690,81690,1358236514,6.014416425856741e-5,700,2,0.3,0,0.47435566327627077,0.021737532384101574,2.8529724929069723e-5,1.3073857182853337e-6
Glycine betaine,200605_Smp_GBTFate2MT12-pos_A,Glycine betaine_13C-1 15N-1,8.02,53544,0,17037,HILICPos,1,1,200605,Smp,GBTFate2MT12,pos,A,12,Fate2,ok,ok,ok,ok,all ok,53544,120.087194,7.86,HILIC,1074,52470,52470,3866920690,1.3568936165587611e-5,1900,2,13,7,1.2168564699758444,0.05576292004233492,1.651144776378451e-5,7.566435024612086e-7
Glycine betaine,200605_Smp_GBTFate2MT12-pos_B,Glycine betaine_13C-1 15N-1,8.01,25078,0,10938,HILICPos,1,1,200605,Smp,GBTFate2MT12,pos,B,12,Fate2,ok,ok,ok,ok,all ok,25078,120.087194,7.86,HILIC,1074,24004,24004,4805483349,4.995127078110702e-6,1900,2,13,7,1.5187788803841433,0.06959863168622438,7.58649351106949e-6,3.4765400973531296e-7
Glycine betaine,200605_Smp_GBTFate2MT12-pos_C,Glycine betaine_13C-1 15N-1,7.94,67009,0,22276,HILICPos,1,1,200605,Smp,GBTFate2MT12,pos,C,12,Fate2,ok,ok,ok,ok,all ok,67009,120.087194,7.86,HILIC,1074,65935,65935,3991647111,1.6518243764159242e-5,1900,2,13,7,1.253344034731659,0.05743497685940425,2.0703042286052408e-5,9.487249483524845e-7
Glycine betaine,200605_Smp_GBTFate2MT24-pos_A,Glycine betaine_13C-1 15N-1,7.96,76815,0,14777,HILICPos,1,1,200605,Smp,GBTFate2MT24,pos,A,24,Fate2,ok,ok,ok,ok,all ok,76815,120.087194,7.86,HILIC,1074,75741,75741,4411979127,1.7167125641299526e-5,700,2,25,12,1.484464650151627,0.0680261687672344,2.5483991159220724e-5,1.1678137861233584e-6
Glycine betaine,200605_Smp_GBTFate2MT24-pos_B,Glycine betaine_13C-1 15N-1,7.96,69702,0,23987,HILICPos,1,1,200605,Smp,GBTFate2MT24,pos,B,24,Fate2,ok,ok,ok,ok,all ok,69702,120.087194,7.86,HILIC,1074,68628,68628,6232642520,1.1011059880264077e-5,700,2,25,12,1.9003603435931633,0.08708475034324573,2.0924981537383538e-5,9.588954006873265e-7
Glycine betaine,200605_Smp_GBTFate2MT24-pos_C,Glycine betaine_13C-1 15N-1,8.02,40665,0,15133,HILICPos,1,1,200605,Smp,GBTFate2MT24,pos,C,24,Fate2,ok,ok,ok,ok,all ok,40665,120.087194,7.86,HILIC,1074,39591,39591,5813655157,6.810001441576732e-6,700,2,25,12,1.8894195807644454,0.0865833856401168,1.2866950068749177e-5,5.896329810257895e-7
Glycine betaine,200605_Smp_GBTFate2MT48-pos_A,Glycine betaine_13C-1 15N-1,7.94,51185,0,36424,HILICPos,1,1,200605,Smp,GBTFate2MT48,pos,A,48,Fate2,ok,ok,ok,ok,all ok,51185,120.087194,7.86,HILIC,1074,50111,50111,5761912670,8.69693847685477e-6,900,2,51,26,1.780396199417159,0.0815873468739882,1.548399621075709e-5,7.095601362528848e-7
Glycine betaine,200605_Smp_GBTFate2MT48-pos_B,Glycine betaine_13C-1 15N-1,7.99,30389,0,15365,HILICPos,1,1,200605,Smp,GBTFate2MT48,pos,B,48,Fate2,ok,ok,ok,ok,all ok,30389,120.087194,7.86,HILIC,1074,29315,29315,7017527197,4.17739741892731e-6,900,2,51,26,2.3208271553496553,0.10635280519025508,9.695017368534062e-6,4.442779338974506e-7
Glycine betaine,200605_Smp_GBTFate2MT48-pos_C,Glycine betaine_13C-1 15N-1,7.97,106967,0,38491,HILICPos,1,1,200605,Smp,GBTFate2MT48,pos,C,48,Fate2,ok,ok,ok,ok,all ok,106967,120.087194,7.86,HILIC,1074,105893,105893,7415374127,1.4280196546582146e-5,900,2,51,26,2.253467142919579,0.10326600647580719,3.217995371215651e-5,1.4746588690551514e-6
Glycine betaine,200605_Smp_GBTFate2MT5-pos_A,Glycine betaine_13C-1 15N-1,7.99,28032,0,9017,HILICPos,1,1,200605,Smp,GBTFate2MT5,pos,A,5,Fate2,ok,ok,ok,ok,all ok,28032,120.087194,7.86,HILIC,1074,26958,26958,2365046706,1.1398506393809882e-5,1300,2,6,5.75,0.823149447946153,0.03772114294599152,9.3826742454753e-6,4.299646890517009e-7
Glycine betaine,200605_Smp_GBTFate2MT5-pos_B,Glycine betaine_13C-1 15N-1,7.99,74268,0,17230,HILICPos,1,1,200605,Smp,GBTFate2MT5,pos,B,5,Fate2,ok,ok,ok,ok,all ok,74268,120.087194,7.86,HILIC,1074,73194,73194,4361279685,1.6782688863486635e-5,1300,2,6,5.75,1.3939611934709615,0.06387881273720147,2.3394416997797644e-5,1.0720582391373793e-6
Glycine betaine,200605_Smp_GBTFate2MT5-pos_C,Glycine betaine_13C-1 15N-1,7.94,38849,0,10322,HILICPos,1,1,200605,Smp,GBTFate2MT5,pos,C,5,Fate2,ok,ok,ok,ok,all ok,38849,120.087194,7.86,HILIC,1074,37775,37775,2867442665,1.3173759482999114e-5,1300,2,6,5.75,0.8580203448942914,0.03931911533328724,1.130335365515734e-5,5.179805684850286e-7
Glycine betaine,200605_Smp_GBTFate2MTlong-pos_A,Glycine betaine_13C-1 15N-1,8.01,63142,0,18731,HILICPos,1,1,200605,Smp,GBTFate2MTlong,pos,A,96,Fate2,ok,ok,ok,ok,all ok,63142,120.087194,7.86,HILIC,1074,62068,62068,6626422340,9.366743744257026e-6,1000,2,100,49,2.209071236614829,0.10123154683774656,2.069180418618008e-5,9.482099580639246e-7
Glycine betaine,200605_Smp_GBTFate2MTlong-pos_B,Glycine betaine_13C-1 15N-1,7.99,127210,0,25014,HILICPos,1,1,200605,Smp,GBTFate2MTlong,pos,B,96,Fate2,ok,ok,ok,ok,all ok,127210,120.087194,7.86,HILIC,1074,126136,126136,6364756511,1.9817883022233967e-5,1000,2,100,49,2.0969638312654117,0.09609418147469986,4.15573839098735e-5,1.9043832475829243e-6
Glycine betaine,200605_Smp_GBTFate2MTlong-pos_C,Glycine betaine_13C-1 15N-1,7.87,89494,0,24289,HILICPos,1,1,200605,Smp,GBTFate2MTlong,pos,C,96,Fate2,ok,ok,ok,ok,all ok,89494,120.087194,7.86,HILIC,1074,88420,88420,6258701003,1.4127532207980123e-5,1000,2,100,49,1.9351222060015731,0.08867772618043818,2.7338501291664772e-5,1.2527974327445827e-6
Glycine betaine,200605_Smp_GBTFate1MT0-pos_A,Glycine betaine_13C-2 15N-0,7.99,891747,0,61661,HILICPos,0,2,200605,Smp,GBTFate1MT0,pos,A,0,Fate1,ok,ok,ok,ok,all ok,891747,120.093512,7.86,HILIC,5699,886048,886048,1416111462,6.256908610489024e-4,900,2,0.5,0,0.46883913404280114,0.021484735290814735,2.93348361472662e-4,1.344280252351761e-5
Glycine betaine,200605_Smp_GBTFate1MT0-pos_B,Glycine betaine_13C-2 15N-0,7.99,1002953,0,66852,HILICPos,0,2,200605,Smp,GBTFate1MT0,pos,B,0,Fate1,ok,ok,ok,ok,all ok,1002953,120.093512,7.86,HILIC,5699,997254,997254,1582791441,6.300602683130126e-4,900,2,0.5,0,0.5416364454577615,0.02482070034165592,3.412636041532236e-4,1.5638537116980614e-5
Glycine betaine,200605_Smp_GBTFate1MT0-pos_C,Glycine betaine_13C-2 15N-0,7.95,1535783,9986,114849,HILICPos,0,2,200605,Smp,GBTFate1MT0,pos,C,0,Fate1,ok,ok,ok,ok,all ok,1535783,120.093512,7.86,HILIC,5699,1530084,1530084,2384071873,6.417944095261762e-4,900,1.95,0.5,0,0.8268328671124805,0.03788993705895573,5.306567117252897e-4,2.431754978173647e-5
Glycine betaine,200605_Smp_GBTFate1MT12-pos_A,Glycine betaine_13C-2 15N-0,7.99,975589,0,85365,HILICPos,0,2,200605,Smp,GBTFate1MT12,pos,A,12,Fate1,ok,ok,ok,ok,all ok,975589,120.093512,7.86,HILIC,5699,969890,969890,4370402808,2.2192233590565642e-4,1930,2,12.5,3.5,1.3172142302747538,0.06036185336048296,2.923192588707446e-4,1.3395643497353076e-5
Glycine betaine,200605_Smp_GBTFate1MT12-pos_B,Glycine betaine_13C-2 15N-0,7.98,626119,0,46676,HILICPos,0,2,200605,Smp,GBTFate1MT12,pos,B,12,Fate1,ok,ok,ok,ok,all ok,626119,120.093512,7.86,HILIC,5699,620420,620420,3081739350,2.0132137391827118e-4,1930,2,12.5,3.5,1.041704299592832,0.047736503851686554,2.0971734081059933e-4,9.610378541476381e-6
Glycine betaine,200605_Smp_GBTFate1MT12-pos_C,Glycine betaine_13C-2 15N-0,7.99,620140,0,68901,HILICPos,0,2,200605,Smp,GBTFate1MT12,pos,C,12,Fate1,ok,ok,ok,ok,all ok,620140,120.093512,7.86,HILIC,5699,614441,614441,3418932086,1.7971722881423741e-4,1930,2,12.5,3.5,1.0876936292472323,0.04984398273320971,1.9547728484721317e-4,8.957822449877148e-6
Glycine betaine,200605_Smp_GBTFate1MT36-pos_A,Glycine betaine_13C-2 15N-0,7.93,1113333,0,81820,HILICPos,0,2,200605,Smp,GBTFate1MT36,pos,A,36,Fate1,ok,ok,ok,ok,all ok,1113333,120.093512,7.86,HILIC,5699,1107634,1107634,8042021606,1.377307913688786e-4,1900,2,36,23.5,2.603777343824155,0.11931910740022758,3.5862031411325757e-4,1.6433915087661564e-5
Glycine betaine,200605_Smp_GBTFate1MT36-pos_B,Glycine betaine_13C-2 15N-0,7.97,1051190,0,82441,HILICPos,0,2,200605,Smp,GBTFate1MT36,pos,B,36,Fate1,ok,ok,ok,ok,all ok,1051190,120.093512,7.86,HILIC,5699,1045491,1045491,7951864951,1.3147745924288145e-4,1900,2,36,23.5,2.691209204120955,0.12332570633377299,3.538333484488803e-4,1.6214550528098204e-5
Glycine betaine,200605_Smp_GBTFate1MT36-pos_C,Glycine betaine_13C-2 15N-0,8,1397386,0,131762,HILICPos,0,2,200605,Smp,GBTFate1MT36,pos,C,36,Fate1,ok,ok,ok,ok,all ok,1397386,120.093512,7.86,HILIC,5699,1391687,1391687,10312259693,1.3495461144609093e-4,1900,2,36,23.5,3.2427091296512245,0.14859840447812236,4.376185506247727e-4,2.0054039937854064e-5
Glycine betaine,200605_Smp_GBTFate1MT4-pos_A,Glycine betaine_13C-2 15N-0,7.99,658745,0,49082,HILICPos,0,2,200605,Smp,GBTFate1MT4,pos,A,4,Fate1,ok,ok,ok,ok,all ok,658745,120.093512,7.86,HILIC,5699,653046,653046,1887726747,3.459430773218789e-4,1200,2,4.5,4.25,0.6318983026278011,0.02895698498034095,2.1860084336553344e-4,1.0017468494062576e-5
Glycine betaine,200605_Smp_GBTFate1MT4-pos_B,Glycine betaine_13C-2 15N-0,8.03,995735,0,78670,HILICPos,0,2,200605,Smp,GBTFate1MT4,pos,B,4,Fate1,ok,ok,ok,ok,all ok,995735,120.093512,7.86,HILIC,5699,990036,990036,3258720826,3.038112354089703e-4,1200,2,4.5,4.25,1.0346583424523355,0.04741362013093432,3.143408292466415e-4,1.4404790507190782e-5
Glycine betaine,200605_Smp_GBTFate1MT4-pos_C,Glycine betaine_13C-2 15N-0,8.02,844307,0,59336,HILICPos,0,2,200605,Smp,GBTFate1MT4,pos,C,4,Fate1,ok,ok,ok,ok,all ok,844307,120.093512,7.86,HILIC,5699,838608,838608,2487934877,3.370699159984484e-4,1200,2,4.5,4.25,0.8503859534363009,0.03896926638154336,2.8663952189103434e-4,1.3135367345747978e-5
Glycine betaine,200605_Smp_GBTFate1MT50-pos_A,Glycine betaine_13C-2 15N-0,7.99,1237694,0,103748,HILICPos,0,2,200605,Smp,GBTFate1MT50,pos,A,50,Fate1,ok,ok,ok,ok,all ok,1237694,120.093512,7.86,HILIC,5699,1231995,1231995,9019146847,1.3659773157034173e-4,900,2,50,14,2.8746007932837676,0.13172969708802001,3.926639475328675e-4,1.7993977802671783e-5
Glycine betaine,200605_Smp_GBTFate1MT50-pos_B,Glycine betaine_13C-2 15N-0,7.97,676249,0,67740,HILICPos,0,2,200605,Smp,GBTFate1MT50,pos,B,50,Fate1,ok,ok,ok,ok,all ok,676249,120.093512,7.86,HILIC,5699,670550,670550,6508570849,1.0302568959559312e-4,900,2,50,14,2.1730518774890673,0.09958094572540185,2.238801682053095e-4,1.0259395603940858e-5
Glycine betaine,200605_Smp_GBTFate1MT50-pos_C,Glycine betaine_13C-2 15N-0,7.98,975204,0,71176,HILICPos,0,2,200605,Smp,GBTFate1MT50,pos,C,50,Fate1,ok,ok,ok,ok,all ok,975204,120.093512,7.86,HILIC,5699,969505,969505,9397733538,1.0316370389517635e-4,900,2,50,14,2.7974322586842186,0.12819341903811637,2.885934732017131e-4,1.3224907922958499e-5
Glycine betaine,200605_Smp_GBTFate1MT8-pos_A,Glycine betaine_13C-2 15N-0,7.95,563492,0,50257,HILICPos,0,2,200605,Smp,GBTFate1MT8,pos,A,8,Fate1,ok,ok,ok,ok,all ok,563492,120.093512,7.86,HILIC,5699,557793,557793,2521587362,2.21207088997141e-4,1600,2,9,4.5,0.8143415700600675,0.03731751852320797,1.8013812816234886e-4,8.254899641115723e-6
Glycine betaine,200605_Smp_GBTFate1MT8-pos_B,Glycine betaine_13C-2 15N-0,7.99,790315,0,53846,HILICPos,0,2,200605,Smp,GBTFate1MT8,pos,B,8,Fate1,ok,ok,ok,ok,all ok,790315,120.093512,7.86,HILIC,5699,784616,784616,3453940543,2.2716546223997927e-4,1600,2,9,4.5,1.1177663241327487,0.051222075648631266,2.5391790369789835e-4,1.1635886491612508e-5
Glycine betaine,200605_Smp_GBTFate1MT8-pos_C,Glycine betaine_13C-2 15N-0,8.02,1044295,0,84332,HILICPos,0,2,200605,Smp,GBTFate1MT8,pos,C,8,Fate1,ok,ok,ok,ok,all ok,1044295,120.093512,7.86,HILIC,5699,1038596,1038596,4061483873,2.557183611892185e-4,1600,2,9,4.5,1.3297617354890288,0.06093684765706445,3.400444917713855e-4,1.558267081890159e-5
Glycine betaine,200605_Smp_GBTFate1MTlong-pos_A,Glycine betaine_13C-2 15N-0,8,1412107,0,97903,HILICPos,0,2,200605,Smp,GBTFate1MTlong,pos,A,96,Fate1,ok,ok,ok,ok,all ok,1412107,120.093512,7.86,HILIC,5699,1406408,1406408,9850634590,1.427733398442912e-4,800,1.9,98,48,3.2138423514111882,0.14727557316103954,4.588510062440055e-4,2.1027025457683867e-5
Glycine betaine,200605_Smp_GBTFate1MTlong-pos_B,Glycine betaine_13C-2 15N-0,7.98,1544800,0,135252,HILICPos,0,2,200605,Smp,GBTFate1MTlong,pos,B,96,Fate1,ok,ok,ok,ok,all ok,1544800,120.093512,7.86,HILIC,5699,1539101,1539101,10695325516,1.4390408199334696e-4,800,1.8,98,48,3.9961915849558793,0.18312703044605574,5.750682815026141e-4,2.6352727204507353e-5
Glycine betaine,200605_Smp_GBTFate1MTlong-pos_C,Glycine betaine_13C-2 15N-0,8.03,2077499,0,154948,HILICPos,0,2,200605,Smp,GBTFate1MTlong,pos,C,96,Fate1,ok,ok,ok,ok,all ok,2077499,120.093512,7.86,HILIC,5699,2071800,2071800,14009136281,1.4788920304886283e-4,800,2,98,48,4.5695424208749476,0.20940105504009482,6.757859869211673e-4,3.096815514747068e-5
Glycine betaine,200605_Smp_GBTFate2MT0-pos_A,Glycine betaine_13C-2 15N-0,7.94,1150864,0,86538,HILICPos,0,2,200605,Smp,GBTFate2MT0,pos,A,0,Fate2,ok,ok,ok,ok,all ok,1150864,120.093512,7.86,HILIC,5699,1145165,1145165,1896092748,6.039604345346086e-4,700,2,0.3,0,0.6581653957833515,0.030160684719396123,3.975058584329556e-4,1.8215860248987808e-5
Glycine betaine,200605_Smp_GBTFate2MT0-pos_B,Glycine betaine_13C-2 15N-0,7.99,1201894,0,85701,HILICPos,0,2,200605,Smp,GBTFate2MT0,pos,B,0,Fate2,ok,ok,ok,ok,all ok,1201894,120.093512,7.86,HILIC,5699,1196195,1196195,1949568457,6.135691186965075e-4,700,2,0.3,0,0.6843021363424275,0.03135841100012333,4.198666587177606e-4,1.9240552601068537e-5
Glycine betaine,200605_Smp_GBTFate2MT0-pos_C,Glycine betaine_13C-2 15N-0,7.94,813030,0,52476,HILICPos,0,2,200605,Smp,GBTFate2MT0,pos,C,0,Fate2,ok,ok,ok,ok,all ok,813030,120.093512,7.86,HILIC,5699,807331,807331,1358236514,5.943964778434753e-4,700,2,0.3,0,0.47435566327627077,0.021737532384101574,2.819553354965209e-4,1.2920712686118457e-5
Glycine betaine,200605_Smp_GBTFate2MT12-pos_A,Glycine betaine_13C-2 15N-0,8.02,713770,0,60785,HILICPos,0,2,200605,Smp,GBTFate2MT12,pos,A,12,Fate2,ok,ok,ok,ok,all ok,713770,120.093512,7.86,HILIC,5699,708071,708071,3866920690,1.831097808214939e-4,1900,2,13,7,1.2168564699758444,0.05576292004233492,2.2281832150849364e-4,1.0210736066918437e-5
Glycine betaine,200605_Smp_GBTFate2MT12-pos_B,Glycine betaine_13C-2 15N-0,7.93,780574,0,65988,HILICPos,0,2,200605,Smp,GBTFate2MT12,pos,B,12,Fate2,ok,ok,ok,ok,all ok,780574,120.093512,7.86,HILIC,5699,774875,774875,4805483349,1.6124808759586026e-4,1900,2,13,7,1.5187788803841433,0.06959863168622438,2.4490018994292493e-4,1.1222646258692325e-5
Glycine betaine,200605_Smp_GBTFate2MT12-pos_C,Glycine betaine_13C-2 15N-0,7.97,719933,0,60619,HILICPos,0,2,200605,Smp,GBTFate2MT12,pos,C,12,Fate2,ok,ok,ok,ok,all ok,719933,120.093512,7.86,HILIC,5699,714234,714234,3991647111,1.7893215009707304e-4,1900,2,13,7,1.253344034731659,0.05743497685940425,2.2426354294587632e-4,1.0276963900228838e-5
Glycine betaine,200605_Smp_GBTFate2MT24-pos_A,Glycine betaine_13C-2 15N-0,7.98,607433,0,45719,HILICPos,0,2,200605,Smp,GBTFate2MT24,pos,A,24,Fate2,ok,ok,ok,ok,all ok,607433,120.093512,7.86,HILIC,5699,601734,601734,4411979127,1.363864113312701e-4,700,2,25,12,1.484464650151627,0.0680261687672344,2.0246080638230976e-4,9.277845034778428e-6
Glycine betaine,200605_Smp_GBTFate2MT24-pos_B,Glycine betaine_13C-2 15N-0,7.95,859381,0,77493,HILICPos,0,2,200605,Smp,GBTFate2MT24,pos,B,24,Fate2,ok,ok,ok,ok,all ok,859381,120.093512,7.86,HILIC,5699,853682,853682,6232642520,1.3696951128844783e-4,700,2,25,12,1.9003603435931633,0.08708475034324573,2.602914275339024e-4,1.1927955695190857e-5
Glycine betaine,200605_Smp_GBTFate2MT24-pos_C,Glycine betaine_13C-2 15N-0,7.96,780526,0,58253,HILICPos,0,2,200605,Smp,GBTFate2MT24,pos,C,24,Fate2,ok,ok,ok,ok,all ok,780526,120.093512,7.86,HILIC,5699,774827,774827,5813655157,1.33277082846419e-4,700,2,25,12,1.8894195807644454,0.0865833856401168,2.518163299971892e-4,1.1539581061081293e-5
Glycine betaine,200605_Smp_GBTFate2MT48-pos_A,Glycine betaine_13C-2 15N-0,7.95,837797,0,83155,HILICPos,0,2,200605,Smp,GBTFate2MT48,pos,A,48,Fate2,ok,ok,ok,ok,all ok,837797,120.093512,7.86,HILIC,5699,832098,832098,5761912670,1.4441350427478797e-4,900,2,51,26,1.780396199417159,0.0815873468739882,2.571132541553462e-4,1.1782314666555307e-5
Glycine betaine,200605_Smp_GBTFate2MT48-pos_B,Glycine betaine_13C-2 15N-0,7.93,870668,0,84966,HILICPos,0,2,200605,Smp,GBTFate2MT48,pos,B,48,Fate2,ok,ok,ok,ok,all ok,870668,120.093512,7.86,HILIC,5699,864969,864969,7017527197,1.232583751680756e-4,900,2,51,26,2.3208271553496553,0.10635280519025508,2.8606138421434545e-4,1.3108873962317716e-5
Glycine betaine,200605_Smp_GBTFate2MT48-pos_C,Glycine betaine_13C-2 15N-0,7.97,977990,0,79327,HILICPos,0,2,200605,Smp,GBTFate2MT48,pos,C,48,Fate2,ok,ok,ok,ok,all ok,977990,120.093512,7.86,HILIC,5699,972291,972291,7415374127,1.3111826636768155e-4,900,2,51,26,2.253467142919579,0.10326600647580719,2.9547070509614764e-4,1.3540059743821614e-5
Glycine betaine,200605_Smp_GBTFate2MT5-pos_A,Glycine betaine_13C-2 15N-0,8.09,439984,0,33181,HILICPos,0,2,200605,Smp,GBTFate2MT5,pos,A,5,Fate2,ok,ok,ok,ok,all ok,439984,120.093512,7.86,HILIC,5699,434285,434285,2365046706,1.8362639473387213e-4,1300,2,6,5.75,0.823149447946153,0.03772114294599152,1.5115196545352922e-4,6.926597484413456e-6
Glycine betaine,200605_Smp_GBTFate2MT5-pos_B,Glycine betaine_13C-2 15N-0,7.97,796708,0,69933,HILICPos,0,2,200605,Smp,GBTFate2MT5,pos,B,5,Fate2,ok,ok,ok,ok,all ok,796708,120.093512,7.86,HILIC,5699,791009,791009,4361279685,1.813708491846012e-4,1300,2,6,5.75,1.3939611934709615,0.06387881273720147,2.528239253902084e-4,1.1585754511050348e-5
Glycine betaine,200605_Smp_GBTFate2MT5-pos_C,Glycine betaine_13C-2 15N-0,8,481531,0,37218,HILICPos,0,2,200605,Smp,GBTFate2MT5,pos,C,5,Fate2,ok,ok,ok,ok,all ok,481531,120.093512,7.86,HILIC,5699,475832,475832,2867442665,1.659429866926389e-4,1300,2,6,5.75,0.8580203448942914,0.03931911533328724,1.4238245867480683e-4,6.524731432518019e-6
Glycine betaine,200605_Smp_GBTFate2MTlong-pos_A,Glycine betaine_13C-2 15N-0,7.96,1115921,0,96016,HILICPos,0,2,200605,Smp,GBTFate2MTlong,pos,A,96,Fate2,ok,ok,ok,ok,all ok,1115921,120.093512,7.86,HILIC,5699,1110222,1110222,6626422340,1.6754470859761106e-4,1000,2,100,49,2.209071236614829,0.10123154683774656,3.701181966099958e-4,1.6960810015815663e-5
